x_noise,y_noise
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000003,0.000002
0.000012,0.000007
0.000027,0.000017
0.000048,0.000032
0.000074,0.000052
0.000107,0.000078
0.000146,0.000108
0.000190,0.000144
0.000241,0.000185
0.000297,0.000232
0.000360,0.000285
0.000428,0.000343
0.000502,0.000407
0.000583,0.000477
0.000669,0.000552
0.000761,0.000634
0.000859,0.000722
0.000963,0.000817
0.001073,0.000918
0.001188,0.001025
0.001310,0.001139
0.001438,0.001259
0.001571,0.001386
0.001711,0.001520
0.001856,0.001661
0.002007,0.001808
0.002165,0.001963
0.002328,0.002125
0.002497,0.002294
0.002672,0.002471
0.002853,0.002654
0.003040,0.002846
0.003233,0.003044
0.003431,0.003251
0.003636,0.003465
0.003847,0.003687
0.004063,0.003917
0.004286,0.004154
0.004514,0.004400
0.004749,0.004654
0.004989,0.004916
0.005235,0.005186
0.005488,0.005465
0.005746,0.005751
0.006010,0.006047
0.006280,0.006351
0.006556,0.006663
0.006839,0.006984
0.007127,0.007314
0.007421,0.007652
0.007721,0.008000
0.008027,0.008356
0.008339,0.008721
0.008657,0.009096
0.008981,0.009479
0.009311,0.009872
0.009647,0.010274
0.009990,0.010685
0.010338,0.011106
0.010692,0.011536
0.011052,0.011975
0.011419,0.012424
0.011791,0.012883
0.012170,0.013351
0.012554,0.013829
0.012945,0.014317
0.013341,0.014815
0.013744,0.015322
0.014153,0.015839
0.014568,0.016367
0.014989,0.016904
0.015417,0.017451
0.015850,0.018009
0.016289,0.018576
0.016735,0.019153
0.017187,0.019740
0.017645,0.020338
0.018109,0.020945
0.018579,0.021563
0.019055,0.022190
0.019538,0.022828
0.020026,0.023475
0.020521,0.024133
0.021022,0.024800
0.021530,0.025478
0.022043,0.026166
0.022563,0.026864
0.023089,0.027571
0.023621,0.028289
0.024159,0.029017
0.024703,0.029755
0.025254,0.030502
0.025811,0.031260
0.026374,0.032027
0.026943,0.032804
0.027519,0.033592
0.028101,0.034389
0.028689,0.035196
0.029283,0.036012
0.029884,0.036839
0.030491,0.037675
0.031104,0.038521
0.031723,0.039376
0.032349,0.040241
0.032981,0.041116
0.033619,0.042001
0.034263,0.042895
0.034914,0.043798
0.035571,0.044711
0.036234,0.045634
0.036903,0.046566
0.037579,0.047507
0.038261,0.048458
0.038949,0.049418
0.039644,0.050387
0.040345,0.051366
0.041052,0.052353
0.041765,0.053350
0.042485,0.054356
0.043211,0.055372
0.043943,0.056396
0.044682,0.057429
0.045426,0.058471
0.046178,0.059523
0.046935,0.060583
0.047698,0.061652
0.048468,0.062729
0.049244,0.063816
0.050027,0.064911
0.050816,0.066015
0.051611,0.067128
0.052412,0.068249
0.053219,0.069379
0.054033,0.070517
0.054853,0.071664
0.055679,0.072820
0.056512,0.073983
0.057350,0.075155
0.058195,0.076336
0.059047,0.077524
0.059904,0.078721
0.060768,0.079926
0.061638,0.081139
0.062514,0.082360
0.063396,0.083589
0.064285,0.084826
0.065179,0.086072
0.066080,0.087325
0.066987,0.088585
0.067901,0.089854
0.068820,0.091130
0.069746,0.092415
0.070678,0.093706
0.071616,0.095006
0.072560,0.096313
0.073511,0.097627
0.074467,0.098949
0.075430,0.100278
0.076398,0.101615
0.077373,0.102959
0.078354,0.104310
0.079342,0.105669
0.080335,0.107035
0.081334,0.108408
0.082340,0.109788
0.083351,0.111175
0.084369,0.112569
0.085392,0.113970
0.086422,0.115377
0.087458,0.116792
0.088500,0.118213
0.089548,0.119642
0.090601,0.121077
0.091661,0.122518
0.092727,0.123966
0.093799,0.125421
0.094877,0.126882
0.095961,0.128350
0.097050,0.129824
0.098146,0.131304
0.099248,0.132791
0.100355,0.134284
0.101469,0.135783
0.102588,0.137289
0.103713,0.138800
0.104845,0.140318
0.105982,0.141841
0.107125,0.143371
0.108273,0.144906
0.109428,0.146448
0.110588,0.147995
0.111755,0.149548
0.112927,0.151106
0.114104,0.152671
0.115288,0.154241
0.116477,0.155816
0.117673,0.157397
0.118873,0.158984
0.120080,0.160576
0.121292,0.162173
0.122510,0.163776
0.123734,0.165384
0.124963,0.166997
0.126198,0.168615
0.127439,0.170239
0.128685,0.171867
0.129937,0.173501
0.131195,0.175140
0.132458,0.176783
0.133726,0.178432
0.135000,0.180085
0.136280,0.181743
0.137565,0.183406
0.138856,0.185074
0.140152,0.186746
0.141454,0.188423
0.142760,0.190105
0.144070,0.191792
0.145383,0.193485
0.146700,0.195183
0.148019,0.196886
0.149341,0.198595
0.150665,0.200310
0.151989,0.202031
0.153315,0.203758
0.154641,0.205491
0.155967,0.207231
0.157293,0.208978
0.158617,0.210731
0.159941,0.212492
0.161263,0.214259
0.162582,0.216034
0.163900,0.217816
0.165214,0.219606
0.166525,0.221403
0.167832,0.223209
0.169136,0.225022
0.170434,0.226844
0.171728,0.228674
0.173017,0.230512
0.174301,0.232359
0.175579,0.234215
0.176851,0.236079
0.178118,0.237951
0.179379,0.239833
0.180635,0.241723
0.181885,0.243621
0.183129,0.245528
0.184368,0.247443
0.185602,0.249367
0.186830,0.251299
0.188052,0.253240
0.189269,0.255189
0.190480,0.257147
0.191685,0.259112
0.192886,0.261086
0.194080,0.263069
0.195269,0.265059
0.196453,0.267058
0.197630,0.269065
0.198803,0.271081
0.199970,0.273104
0.201131,0.275136
0.202287,0.277176
0.203437,0.279224
0.204581,0.281280
0.205720,0.283344
0.206854,0.285416
0.207982,0.287496
0.209104,0.289585
0.210221,0.291681
0.211333,0.293785
0.212439,0.295897
0.213539,0.298017
0.214634,0.300145
0.215723,0.302281
0.216807,0.304425
0.217885,0.306577
0.218958,0.308736
0.220025,0.310903
0.221086,0.313078
0.222143,0.315261
0.223193,0.317452
0.224238,0.319650
0.225278,0.321856
