Absolute Time,X,k_psi,x_in,uhat,uin,utilde
3570098868.552328,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.562324,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.572328,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.582327,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.592329,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.602328,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.612330,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.622329,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.632329,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.642329,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.652330,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.662326,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.672332,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.682331,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.692331,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.702332,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.712331,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.722333,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.732334,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.742334,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.752333,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.762330,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.772334,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.782334,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.792336,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.802335,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.812333,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.822335,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.832335,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.842337,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.852338,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.862333,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.872337,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.882337,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.892338,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.902339,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.912339,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
3570098868.922340,-0.000000,0.005000,0.000000,0.000000,0.000000,0.000000
