Absolute Time,X,k_psi,x_in,uhat,uin,utilde
3570098769.810509,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.820510,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.830509,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.840510,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.850511,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.860512,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.870513,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.880511,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.890512,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.900514,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.910513,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.920512,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.930513,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.940513,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.950513,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.960515,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.970516,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.980516,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098769.990515,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.000516,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.010515,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.020516,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.030517,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.040517,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.050517,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.060518,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.070517,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.080517,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.090518,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.100520,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.110519,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.120519,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.130520,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.140520,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.150522,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.160522,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.170521,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.180522,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.190521,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.200523,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.210524,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.220522,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.230525,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.240523,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.250523,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.260525,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.270525,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.280524,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.290525,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.300527,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.310525,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.320525,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.330527,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.340527,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.350528,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.360528,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.370529,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.380528,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.390528,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.400529,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.410531,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.420528,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.430529,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.440530,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.450531,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.460531,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.470531,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.480532,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.490531,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.500533,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.510533,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.520531,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.530533,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.540534,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.550534,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.560534,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.570535,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.580534,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.590534,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.600536,-0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.610536,0.010315,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.620535,0.061861,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.630538,0.092807,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.640537,0.185583,0.050000,0.000000,0.000000,0.000000,0.000000
3570098770.650538,0.185583,0.050000,0.000000,0.000237,0.000006,0.000231
3570098770.660538,0.278359,0.050000,0.000001,0.000362,0.000043,0.000319
3570098770.670537,0.278359,0.050000,0.000003,0.000550,0.000098,0.000452
3570098770.680537,0.371166,0.050000,0.000005,0.000737,0.000209,0.000529
3570098770.690539,0.474258,0.050000,0.000009,0.000987,0.000319,0.000668
3570098770.700540,0.474258,0.050000,0.000015,0.001307,0.000485,0.000822
3570098770.710539,0.546434,0.050000,0.000022,0.001626,0.000650,0.000976
3570098770.720539,0.546434,0.050000,0.000033,0.001994,0.000871,0.001123
3570098770.730541,0.639210,0.050000,0.000046,0.002362,0.001153,0.001208
3570098770.740540,0.701071,0.050000,0.000061,0.002791,0.001435,0.001356
3570098770.750542,0.701071,0.050000,0.000081,0.003262,0.001760,0.001502
3570098770.760542,0.752617,0.050000,0.000103,0.003733,0.002085,0.001648
3570098770.770541,0.752617,0.050000,0.000130,0.004238,0.002464,0.001774
3570098770.780540,0.773247,0.050000,0.000161,0.004743,0.002881,0.001862
3570098770.790541,0.804163,0.050000,0.000196,0.005261,0.003297,0.001964
3570098770.800543,0.814478,0.050000,0.000236,0.005800,0.003744,0.002055
3570098770.810544,0.824793,0.050000,0.000280,0.006344,0.004191,0.002154
3570098770.820542,0.866024,0.050000,0.000329,0.006896,0.004650,0.002246
3570098770.830544,0.917570,0.050000,0.000383,0.007475,0.005127,0.002348
3570098770.840543,0.969115,0.050000,0.000441,0.008088,0.005610,0.002478
3570098770.850543,1.000000,0.050000,0.000505,0.008735,0.006099,0.002636
3570098770.860544,1.000000,0.050000,0.000574,0.009403,0.006612,0.002791
3570098770.870546,1.000000,0.050000,0.000648,0.010070,0.007156,0.002914
3570098770.880544,1.000000,0.050000,0.000728,0.010736,0.007730,0.003006
3570098770.890545,1.000000,0.050000,0.000815,0.011402,0.008323,0.003079
3570098770.900546,1.000000,0.050000,0.000907,0.012067,0.008915,0.003152
3570098770.910546,1.000000,0.050000,0.001005,0.012731,0.009507,0.003224
3570098770.920545,1.000000,0.050000,0.001109,0.013395,0.010099,0.003296
3570098770.930547,1.000000,0.050000,0.001219,0.014058,0.010690,0.003368
3570098770.940547,1.000000,0.050000,0.001334,0.014721,0.011282,0.003439
3570098770.950548,1.000000,0.050000,0.001456,0.015383,0.011873,0.003510
3570098770.960547,1.000000,0.050000,0.001584,0.016044,0.012464,0.003581
3570098770.970548,1.000000,0.050000,0.001717,0.016705,0.013054,0.003651
3570098770.980548,1.000000,0.050000,0.001856,0.017365,0.013645,0.003721
