Absolute Time,X,k_psi,x_in,uhat,uin,utilde
3570098038.275686,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.285686,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.295685,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.305686,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.315686,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.325687,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.335688,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.345686,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.355688,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.365687,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.375688,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.385688,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.395690,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.405689,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.415689,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.425690,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.435691,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.445691,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.455692,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.465691,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.475693,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.485692,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.495691,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.505693,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.515694,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.525693,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.535693,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.545694,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.555695,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.565695,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.575696,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.585695,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.595695,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.605696,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.615696,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.625697,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.635698,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.645697,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.655697,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.665698,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.675698,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.685698,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.695699,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.705699,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.715700,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.725700,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.735700,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.745699,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.755702,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.765701,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.775702,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.785701,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.795701,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.805703,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.815704,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.825704,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.835703,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.845704,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.855704,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.865704,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.875705,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.885704,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
3570098038.895705,-0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
