Absolute Time,x_noise,x_hat,y_noise,y_hat,psi_noise,psi_hat,lost
3572009601.292778,0.391591,0.469963,0.362770,0.346671,-0.166306,-0.106696,1.000000
3572009601.302779,0.464507,0.470353,0.315218,0.348649,-0.140447,-0.108695,1.000000
3572009601.312778,0.489713,0.472851,0.317442,0.349234,-0.133909,-0.109875,1.000000
3572009601.322779,0.497242,0.476015,0.348746,0.349885,-0.115228,-0.110829,1.000000
3572009601.332778,0.463811,0.479284,0.328321,0.351493,-0.136845,-0.111204,1.000000
3572009601.342780,0.427036,0.481509,0.432402,0.352393,-0.173749,-0.112207,1.000000
3572009601.352779,0.470612,0.482642,0.380311,0.356244,-0.124883,-0.114276,1.000000
3572009601.362781,0.497928,0.484959,0.342293,0.358576,-0.115517,-0.114842,1.000000
3572009601.372781,0.449685,0.488005,0.312653,0.359741,-0.088459,-0.115115,1.000000
3572009601.382780,0.459347,0.489495,0.353973,0.360069,-0.159323,-0.114578,1.000000
3572009601.392780,0.507881,0.491346,0.315474,0.361418,-0.151637,-0.116151,1.000000
3572009601.402781,0.521043,0.494571,0.394906,0.361612,-0.128745,-0.117454,1.000000
3572009601.412782,0.527957,0.498058,0.377773,0.364211,-0.107883,-0.118043,1.000000
3572009601.422783,0.507466,0.501618,0.364449,0.366284,-0.201807,-0.117998,1.000000
3572009601.432783,0.501898,0.504618,0.341995,0.367644,-0.186601,-0.120733,1.000000
3572009601.442783,0.498594,0.507349,0.424344,0.368345,-0.131824,-0.122946,1.000000
3572009601.452783,0.509590,0.509822,0.334969,0.371612,-0.133367,-0.123478,1.000000
3572009601.462784,0.440975,0.512555,0.390181,0.372137,-0.141213,-0.124039,1.000000
3572009601.472785,0.502653,0.513197,0.325043,0.374259,-0.159842,-0.124817,1.000000
3572009601.482786,0.486909,0.515676,0.396772,0.374342,-0.178689,-0.126124,1.000000
3572009601.492784,0.510100,0.517651,0.374047,0.376490,-0.088375,-0.127954,1.000000
3572009601.502784,0.543518,0.520112,0.334624,0.378153,-0.176442,-0.127059,1.000000
3572009601.512785,0.516130,0.523635,0.371275,0.378360,-0.142427,-0.128794,1.000000
3572009601.522786,0.497919,0.526198,0.430585,0.379739,-0.168610,-0.129475,1.000000
3572009601.532786,0.479868,0.528193,0.367090,0.382759,-0.204838,-0.130911,1.000000
3572009601.542787,0.468808,0.529654,0.325343,0.383711,-0.142236,-0.133381,1.000000
3572009601.552786,0.490190,0.530655,0.390249,0.383579,-0.144298,-0.133932,1.000000
3572009601.562786,0.491415,0.532266,0.410598,0.385364,-0.201332,-0.134527,1.000000
3572009601.572788,0.525726,0.533956,0.403619,0.387537,-0.163737,-0.136793,1.000000
3572009601.582786,0.520369,0.536560,0.375369,0.389548,-0.140133,-0.137886,1.000000
3572009601.592787,0.536306,0.538897,0.398804,0.390732,-0.183462,-0.138249,1.000000
3572009601.602789,0.496488,0.541707,0.396464,0.392452,-0.200565,-0.139884,1.000000
3572009601.612788,0.560932,0.543288,0.379753,0.394003,-0.160573,-0.141981,1.000000
3572009601.622790,0.532463,0.546672,0.424725,0.395131,-0.134803,-0.142837,1.000000
3572009601.632790,0.523100,0.549079,0.430346,0.397629,-0.179106,-0.142906,1.000000
3572009601.642789,0.506160,0.551212,0.410538,0.400094,-0.182495,-0.144283,1.000000
3572009601.652789,0.497130,0.552792,0.418070,0.401891,-0.192948,-0.145723,1.000000
3572009601.662791,0.496123,0.554078,0.427347,0.403829,-0.191942,-0.147432,1.000000
3572009601.672791,0.550211,0.555299,0.385264,0.405988,-0.205881,-0.149066,1.000000
3572009601.682790,0.561586,0.558108,0.377599,0.406799,-0.186346,-0.151068,1.000000
3572009601.692791,0.553015,0.561147,0.421722,0.407418,-0.156121,-0.152437,1.000000
3572009601.702791,0.576045,0.563802,0.414892,0.409411,-0.148686,-0.152873,1.000000
3572009601.712792,0.544430,0.567052,0.444197,0.411167,-0.168929,-0.153076,1.000000
3572009601.722793,0.558381,0.569309,0.370914,0.413679,-0.198574,-0.153870,1.000000
3572009601.732792,0.591863,0.571961,0.394132,0.413864,-0.164011,-0.155520,1.000000
3572009601.742793,0.595553,0.575477,0.426026,0.414832,-0.191489,-0.156100,1.000000
3572009601.752794,0.579465,0.579046,0.430844,0.416634,-0.136662,-0.157478,1.000000
3572009601.762794,0.532874,0.581953,0.428765,0.418687,-0.261275,-0.157193,1.000000
3572009601.772794,0.554145,0.583584,0.404121,0.420246,-0.173802,-0.160604,1.000000
3572009601.782795,0.589487,0.585677,0.463093,0.421296,-0.235490,-0.161334,1.000000
3572009601.792795,0.541527,0.588847,0.398106,0.423873,-0.168154,-0.163869,1.000000
3572009601.802793,0.525722,0.590414,0.461626,0.424657,-0.188027,-0.164343,1.000000
3572009601.812795,0.533308,0.591501,0.405425,0.427237,-0.200768,-0.165390,1.000000
3572009601.822796,0.611163,0.592804,0.431292,0.428042,-0.190534,-0.166785,1.000000
3572009601.832797,0.520440,0.596359,0.481409,0.429620,-0.251570,-0.167838,1.000000
3572009601.842796,0.617521,0.597217,0.450836,0.432446,-0.128152,-0.170669,1.000000
3572009601.852797,0.552580,0.600741,0.465533,0.434659,-0.211314,-0.169769,1.000000
3572009601.862796,0.614348,0.602375,0.426415,0.436993,-0.235795,-0.171353,1.000000
3572009601.872798,0.586036,0.605825,0.435098,0.438027,-0.246005,-0.173619,1.000000
3572009601.882797,0.608466,0.608355,0.476722,0.439257,-0.165339,-0.176125,1.000000
3572009601.892799,0.627358,0.611362,0.402287,0.441928,-0.190532,-0.176176,1.000000
3572009601.902799,0.558933,0.614883,0.449057,0.442245,-0.211024,-0.176968,1.000000
3572009601.912798,0.606650,0.616311,0.511905,0.443872,-0.235583,-0.178345,1.000000
3572009601.922799,0.601859,0.619147,0.462085,0.447234,-0.202348,-0.180410,1.000000
3572009601.932799,0.591987,0.621716,0.456559,0.449129,-0.195131,-0.181435,1.000000
3572009601.942800,0.603226,0.623911,0.460781,0.450827,-0.222177,-0.182217,1.000000
3572009601.952799,0.578579,0.626417,0.422113,0.452517,-0.257602,-0.183778,1.000000
3572009601.962801,0.634417,0.628173,0.498588,0.452903,-0.229462,-0.186344,1.000000
3572009601.972801,0.550931,0.631494,0.445078,0.455628,-0.159585,-0.188008,1.000000
3572009601.982800,0.607205,0.632151,0.451037,0.456907,-0.177247,-0.187556,1.000000
3572009601.992801,0.573476,0.634484,0.432853,0.458271,-0.159128,-0.187637,1.000000
3572009602.002801,0.606345,0.635727,0.456970,0.459114,-0.186211,-0.187176,1.000000
3572009602.012801,0.633646,0.637952,0.452614,0.460562,-0.218981,-0.187527,1.000000
3572009602.022803,0.614087,0.640970,0.454769,0.461736,-0.218927,-0.188835,1.000000
3572009602.032802,0.602391,0.643325,0.475980,0.462941,-0.211564,-0.190106,1.000000
3572009602.042802,0.646676,0.645260,0.455174,0.464760,-0.225326,-0.191123,1.000000
3572009602.052803,0.610844,0.648470,0.455554,0.465868,-0.199012,-0.192518,1.000000
3572009602.062804,0.601043,0.650494,0.470052,0.467037,-0.201176,-0.193096,1.000000
3572009602.072803,0.725121,0.652176,0.459397,0.468595,-0.184568,-0.193720,1.000000
3572009602.082804,0.632109,0.657455,0.502461,0.469844,-0.230966,-0.193833,1.000000
3572009602.092804,0.663589,0.659902,0.481476,0.472182,-0.200511,-0.195314,1.000000
3572009602.102806,0.642373,0.663169,0.496239,0.473929,-0.198122,-0.195853,1.000000
3572009602.112805,0.621472,0.665713,0.557342,0.476069,-0.179637,-0.196304,1.000000
3572009602.122807,0.657951,0.667541,0.502753,0.480012,-0.200290,-0.196194,1.000000
3572009602.132805,0.647136,0.670429,0.502902,0.482160,-0.240186,-0.196696,1.000000
3572009602.142807,0.663981,0.672973,0.418105,0.484122,-0.288406,-0.198363,1.000000
3572009602.152806,0.616173,0.676006,0.455000,0.483362,-0.242093,-0.201413,1.000000
3572009602.162807,0.698552,0.677483,0.495781,0.483867,-0.224357,-0.203009,1.000000
3572009602.172808,0.674027,0.681330,0.506228,0.485620,-0.217989,-0.204036,1.000000
3572009602.182807,0.645802,0.684335,0.519700,0.487651,-0.181588,-0.204845,1.000000
3572009602.192808,0.676230,0.686368,0.480069,0.490137,-0.245902,-0.204553,1.000000
3572009602.202808,0.627024,0.689338,0.480675,0.491172,-0.212364,-0.206170,1.000000
3572009602.212809,0.659945,0.690723,0.568237,0.492304,-0.237093,-0.206749,1.000000
3572009602.222810,0.704398,0.693079,0.475680,0.495910,-0.207533,-0.208043,1.000000
3572009602.232810,0.682434,0.696642,0.482913,0.496771,-0.148502,-0.208425,1.000000
3572009602.242810,0.716321,0.699364,0.505206,0.498009,-0.152487,-0.207046,1.000000
3572009602.252810,0.746314,0.703019,0.515845,0.499857,-0.223193,-0.205819,1.000000
3572009602.262811,0.678130,0.707565,0.504893,0.501738,-0.287632,-0.206714,1.000000
3572009602.272811,0.670414,0.710050,0.522539,0.503026,-0.272777,-0.209492,1.000000
3572009602.282809,0.702868,0.712220,0.533696,0.504849,-0.316912,-0.211755,1.000000
3572009602.292811,0.640131,0.715342,0.527281,0.506799,-0.251679,-0.215264,1.000000
3572009602.302812,0.704299,0.716443,0.543288,0.508721,-0.265834,-0.216748,1.000000
3572009602.312812,0.713047,0.719430,0.486766,0.511014,-0.219770,-0.218610,1.000000
3572009602.322813,0.710556,0.722530,0.525401,0.511721,-0.286479,-0.219056,1.000000
3572009602.332813,0.673408,0.725558,0.536363,0.513327,-0.236761,-0.221464,1.000000
3572009602.342814,0.737308,0.727339,0.539812,0.515377,-0.273622,-0.222335,1.000000
3572009602.352814,0.737627,0.731008,0.512221,0.517345,-0.266160,-0.224271,1.000000
3572009602.362813,0.755044,0.734574,0.525791,0.518465,-0.253725,-0.225934,1.000000
3572009602.372815,0.700407,0.738538,0.537865,0.519995,-0.198606,-0.227182,1.000000
3572009602.382815,0.641753,0.740698,0.505443,0.522021,-0.273972,-0.226764,1.000000
3572009602.392814,0.731990,0.741168,0.611130,0.522776,-0.253746,-0.228584,1.000000
3572009602.402815,0.677573,0.744269,0.541903,0.526702,-0.217044,-0.229756,1.000000
3572009602.412815,0.734723,0.745624,0.603480,0.528590,-0.255237,-0.229808,1.000000
3572009602.422816,0.780136,0.748685,0.553879,0.532115,-0.282318,-0.230986,1.000000
3572009602.432817,0.708825,0.753036,0.556760,0.533979,-0.255984,-0.232933,1.000000
3572009602.442817,0.722223,0.755123,0.522694,0.535962,-0.315844,-0.234048,1.000000
3572009602.452816,0.750572,0.757621,0.538637,0.536675,-0.288622,-0.236903,1.000000
3572009602.462817,0.727643,0.760856,0.556136,0.537933,-0.231170,-0.238874,1.000000
3572009602.472817,0.724312,0.763248,0.501324,0.539866,-0.244282,-0.239091,1.000000
3572009602.482816,0.713796,0.765493,0.582749,0.540078,-0.272648,-0.239687,1.000000
3572009602.492818,0.799878,0.767402,0.567577,0.542594,-0.232655,-0.241105,1.000000
3572009602.502820,0.687810,0.771751,0.565593,0.544724,-0.272163,-0.241298,1.000000
3572009602.512820,0.731947,0.772715,0.547359,0.546598,-0.274274,-0.242654,1.000000
3572009602.522820,0.819496,0.774963,0.603909,0.547870,-0.278905,-0.244034,1.000000
3572009602.532820,0.738150,0.779741,0.550883,0.550761,-0.302221,-0.245512,1.000000
3572009602.542820,0.724703,0.782007,0.601635,0.551919,-0.292616,-0.247640,1.000000
3572009602.552820,0.700905,0.783802,0.560046,0.554576,-0.297955,-0.249425,1.000000
3572009602.562821,0.762805,0.784850,0.599346,0.555907,-0.301993,-0.251318,1.000000
3572009602.572822,0.728969,0.787706,0.569785,0.558347,-0.241676,-0.253280,1.000000
3572009602.582819,0.750511,0.789405,0.577253,0.560051,-0.309894,-0.253401,1.000000
3572009602.592821,0.789161,0.791780,0.558471,0.561688,-0.277115,-0.255536,1.000000
3572009602.602822,0.733023,0.795193,0.550703,0.562837,-0.251562,-0.256642,1.000000
3572009602.612822,0.805070,0.796817,0.544481,0.563811,-0.289179,-0.256959,1.000000
3572009602.622823,0.764377,0.800574,0.553912,0.564441,-0.276700,-0.258379,1.000000
3572009602.632823,0.792883,0.803007,0.624930,0.565375,-0.329568,-0.259389,1.000000
3572009602.642823,0.816672,0.806276,0.582767,0.568193,-0.290014,-0.261935,1.000000
3572009602.652823,0.793906,0.810111,0.655686,0.569823,-0.289802,-0.263242,1.000000
3572009602.662823,0.777716,0.813165,0.593628,0.573562,-0.267849,-0.264505,1.000000
3572009602.672825,0.723544,0.815627,0.649146,0.575434,-0.347762,-0.265082,1.000000
3572009602.682825,0.804188,0.816510,0.621360,0.578607,-0.300184,-0.268007,1.000000
3572009602.692824,0.757938,0.819702,0.605112,0.581037,-0.290422,-0.269445,1.000000
3572009602.702825,0.799510,0.821426,0.615075,0.582950,-0.300884,-0.270553,1.000000
3572009602.712825,0.864395,0.824345,0.554584,0.585064,-0.361367,-0.271939,1.000000
3572009602.722826,0.797753,0.829163,0.557668,0.585110,-0.366583,-0.275077,1.000000
3572009602.732826,0.813440,0.831879,0.639134,0.585226,-0.328151,-0.278284,1.000000
3572009602.742828,0.872604,0.834945,0.614856,0.587887,-0.304283,-0.280267,1.000000
3572009602.752828,0.813369,0.839647,0.573080,0.589837,-0.280623,-0.281489,1.000000
3572009602.762827,0.800453,0.842435,0.599746,0.590580,-0.351128,-0.281975,1.000000
3572009602.772828,0.769128,0.844843,0.653923,0.591835,-0.375854,-0.284533,1.000000
3572009602.782825,0.831821,0.846280,0.616550,0.594563,-0.341389,-0.287753,1.000000
3572009602.792828,0.819840,0.849499,0.590323,0.596234,-0.330498,-0.289865,1.000000
3572009602.802827,0.838115,0.852261,0.571303,0.597119,-0.303638,-0.291597,1.000000
3572009602.812828,0.825901,0.855457,0.603451,0.597513,-0.311797,-0.292485,1.000000
3572009602.822829,0.825352,0.858211,0.552196,0.598817,-0.339188,-0.293588,1.000000
3572009602.832829,0.859225,0.860901,0.589797,0.598466,-0.298616,-0.295470,1.000000
3572009602.842829,0.855746,0.864472,0.605544,0.599385,-0.314219,-0.296097,1.000000
3572009602.852830,0.882625,0.867857,0.570494,0.600685,-0.309555,-0.297167,1.000000
3572009602.862831,0.868707,0.871936,0.641320,0.600928,-0.342141,-0.298067,1.000000
3572009602.872832,0.821863,0.875523,0.655458,0.603138,-0.324858,-0.299906,1.000000
3572009602.882830,0.853751,0.877606,0.621120,0.605764,-0.333811,-0.301181,1.000000
3572009602.892831,0.823785,0.880583,0.627519,0.607265,-0.309834,-0.302685,1.000000
3572009602.902832,0.878631,0.882564,0.683738,0.608999,-0.416787,-0.303436,1.000000
3572009602.912832,0.860744,0.886212,0.577935,0.611946,-0.344884,-0.307331,1.000000
3572009602.922833,0.864919,0.889166,0.640681,0.611948,-0.370427,-0.308993,1.000000
3572009602.932833,0.843470,0.892184,0.675531,0.613710,-0.308004,-0.311364,1.000000
3572009602.942833,0.818669,0.894419,0.691607,0.616681,-0.316928,-0.311822,1.000000
3572009602.952834,0.846828,0.895868,0.645471,0.620007,-0.416906,-0.312528,1.000000
3572009602.962834,0.911744,0.898204,0.643987,0.621499,-0.327776,-0.316173,1.000000
3572009602.972835,0.843057,0.902312,0.635030,0.623236,-0.397155,-0.317081,1.000000
3572009602.982834,0.884361,0.904339,0.670258,0.624398,-0.428007,-0.320016,1.000000
3572009602.992835,0.841789,0.907554,0.675078,0.626450,-0.405267,-0.323784,1.000000
3572009603.002834,0.854308,0.909403,0.690349,0.628671,-0.338133,-0.326778,1.000000
3572009603.012835,0.842342,0.911510,0.621286,0.631530,-0.415828,-0.327703,1.000000
3572009603.022835,0.910467,0.913275,0.655462,0.631971,-0.383109,-0.330900,1.000000
3572009603.032835,0.893161,0.916978,0.649394,0.633534,-0.355244,-0.333041,1.000000
3572009603.042837,0.886981,0.920039,0.650020,0.634976,-0.339423,-0.334298,1.000000
3572009603.052837,0.837314,0.922815,0.690241,0.636453,-0.378665,-0.335050,1.000000
3572009603.062837,0.902675,0.924082,0.658474,0.638928,-0.397681,-0.336940,1.000000
3572009603.072838,0.984250,0.927264,0.702091,0.640319,-0.369682,-0.339341,1.000000
3572009603.082838,0.817619,0.932743,0.643646,0.643065,-0.309074,-0.340846,1.000000
3572009603.092838,0.928649,0.933077,0.665244,0.644231,-0.389579,-0.340513,1.000000
3572009603.102839,0.879059,0.936766,0.677201,0.645696,-0.337539,-0.342569,1.000000
3572009603.112839,0.897140,0.938835,0.677451,0.647669,-0.388477,-0.343026,1.000000
3572009603.122841,0.883609,0.941430,0.637062,0.649399,-0.382708,-0.344976,1.000000
3572009603.132839,0.948369,0.943547,0.630711,0.649905,-0.369633,-0.346700,1.000000
3572009603.142841,0.921782,0.947508,0.646389,0.650258,-0.358814,-0.347989,1.000000
3572009603.152840,0.896812,0.950560,0.655729,0.651105,-0.451678,-0.348919,1.000000
3572009603.162840,0.901650,0.952860,0.673209,0.651845,-0.407659,-0.352571,1.000000
3572009603.172842,0.964403,0.955209,0.670031,0.653250,-0.421786,-0.354820,1.000000
3572009603.182841,0.914451,0.959358,0.710459,0.654465,-0.294910,-0.357426,1.000000
3572009603.192842,0.926042,0.961790,0.659309,0.657324,-0.356163,-0.356203,1.000000
3572009603.202842,0.932252,0.964563,0.681054,0.658355,-0.402523,-0.356821,1.000000
3572009603.212842,0.901896,0.967482,0.710883,0.659819,-0.371542,-0.358792,1.000000
3572009603.222843,0.970476,0.969396,0.716043,0.662242,-0.388260,-0.359790,1.000000
3572009603.232844,0.941143,0.973298,0.688249,0.664681,-0.381679,-0.361253,1.000000
3572009603.242843,0.961789,0.976216,0.672748,0.666252,-0.357515,-0.362480,1.000000
3572009603.252844,0.983806,0.979641,0.700550,0.667412,-0.398426,-0.362955,1.000000
3572009603.262844,0.878378,0.983655,0.734377,0.669201,-0.427070,-0.364625,1.000000
3572009603.272844,0.916438,0.984460,0.656016,0.671825,-0.481370,-0.367095,1.000000
3572009603.282845,0.931583,0.986401,0.642604,0.671842,-0.393155,-0.371106,1.000000
3572009603.292845,0.932678,0.988678,0.738169,0.671808,-0.355796,-0.372396,1.000000
3572009603.302845,0.942038,0.990890,0.705611,0.674744,-0.436838,-0.372542,1.000000
3572009603.312846,0.982532,0.993384,0.707926,0.676315,-0.403111,-0.375080,1.000000
3572009603.322846,0.944190,0.996979,0.751466,0.678041,-0.407559,-0.376549,1.000000
3572009603.332846,0.974291,0.999343,0.709978,0.680985,-0.383182,-0.378108,1.000000
3572009603.342846,0.937118,1.002510,0.706488,0.682712,-0.411616,-0.378901,1.000000
3572009603.352848,0.995494,1.004512,0.710200,0.684173,-0.430844,-0.380510,1.000000
3572009603.362847,0.959213,1.008197,0.680954,0.685625,-0.422033,-0.382643,1.000000
3572009603.372849,0.950189,1.010699,0.676859,0.686204,-0.376912,-0.384456,1.000000
3572009603.382847,0.988643,1.012827,0.707616,0.686822,-0.425021,-0.384881,1.000000
3572009603.392848,0.899209,1.016071,0.747005,0.688141,-0.420397,-0.386715,1.000000
3572009603.402848,0.962351,1.016576,0.714375,0.690603,-0.437228,-0.388360,1.000000
3572009603.412848,0.925930,1.018947,0.717410,0.691962,-0.426496,-0.390457,1.000000
3572009603.422849,0.991241,1.020168,0.708664,0.693412,-0.388741,-0.392178,1.000000
3572009603.432850,0.962511,1.023256,0.700037,0.694711,-0.413952,-0.392731,1.000000
3572009603.442850,0.969987,1.025428,0.706827,0.695616,-0.426209,-0.394013,1.000000
3572009603.452851,1.021327,1.027769,0.732998,0.696646,-0.426595,-0.395620,1.000000
3572009603.462852,1.053911,1.031562,0.807112,0.698417,-0.442042,-0.397192,1.000000
3572009603.472851,0.981035,1.036221,0.749189,0.702265,-0.474461,-0.399177,1.000000
3572009603.482851,1.008852,1.038611,0.680886,0.704158,-0.491061,-0.402066,1.000000
3572009603.492852,0.995164,1.041763,0.748241,0.703909,-0.450008,-0.405368,1.000000
3572009603.502852,1.024548,1.044400,0.707719,0.705823,-0.459512,-0.407364,1.000000
3572009603.512852,1.028442,1.047837,0.716224,0.706445,-0.469559,-0.409585,1.000000
3572009603.522854,1.026132,1.051297,0.712436,0.707258,-0.459796,-0.412042,1.000000
3572009603.532853,0.988616,1.054585,0.775170,0.707975,-0.457802,-0.414141,1.000000
3572009603.542853,0.999706,1.056669,0.712450,0.710532,-0.406728,-0.416123,1.000000
3572009603.552854,1.088971,1.058989,0.696217,0.711365,-0.441063,-0.416537,1.000000
3572009603.562854,1.024209,1.063906,0.782393,0.711556,-0.494069,-0.417951,1.000000
3572009603.572855,1.030777,1.066796,0.696863,0.714073,-0.489550,-0.420895,1.000000
3572009603.582855,1.056968,1.069796,0.727822,0.714006,-0.411174,-0.423623,1.000000
3572009603.592855,1.041894,1.073439,0.766621,0.715172,-0.448905,-0.423956,1.000000
3572009603.602856,1.048733,1.076557,0.732614,0.717298,-0.441191,-0.425392,1.000000
3572009603.612856,1.058600,1.079785,0.822142,0.718388,-0.496282,-0.426559,1.000000
3572009603.622858,1.072233,1.083242,0.739468,0.721867,-0.448747,-0.429322,1.000000
3572009603.632856,1.119246,1.086979,0.761671,0.722994,-0.477873,-0.430601,1.000000
3572009603.642857,1.047944,1.092015,0.765745,0.724625,-0.462555,-0.432705,1.000000
3572009603.652858,1.063047,1.094790,0.744929,0.726391,-0.468362,-0.434297,1.000000
3572009603.662857,1.089280,1.097937,0.766932,0.727465,-0.456292,-0.436015,1.000000
3572009603.672858,1.073402,1.101764,0.797088,0.729207,-0.447396,-0.437326,1.000000
3572009603.682858,1.058417,1.105006,0.795790,0.731825,-0.434476,-0.438335,1.000000
3572009603.692859,1.042751,1.107705,0.804089,0.734381,-0.539411,-0.438931,1.000000
3572009603.702859,1.096587,1.109911,0.766533,0.736676,-0.530327,-0.442615,1.000000
3572009603.712860,1.101542,1.113643,0.742767,0.737831,-0.488540,-0.445929,1.000000
3572009603.722860,1.095718,1.117400,0.780571,0.738421,-0.531496,-0.447916,1.000000
3572009603.732860,1.046513,1.120890,0.803681,0.739936,-0.468241,-0.451118,1.000000
3572009603.742860,1.075541,1.122800,0.755002,0.742350,-0.472041,-0.452360,1.000000
3572009603.752861,1.077463,1.125515,0.797140,0.743239,-0.482040,-0.453677,1.000000
3572009603.762861,1.112023,1.128211,0.792570,0.745307,-0.464102,-0.455251,1.000000
3572009603.772861,1.074133,1.131842,0.724420,0.747254,-0.512337,-0.456249,1.000000
3572009603.782860,1.110300,1.134268,0.789997,0.746932,-0.479931,-0.458644,1.000000
3572009603.792862,1.079631,1.137679,0.809345,0.748691,-0.456218,-0.460013,1.000000
3572009603.802862,1.129347,1.140070,0.823338,0.751069,-0.514284,-0.460639,1.000000
3572009603.812862,1.101613,1.143887,0.788127,0.753551,-0.497439,-0.462964,1.000000
3572009603.822864,1.141013,1.146765,0.747030,0.754990,-0.478327,-0.464724,1.000000
3572009603.832863,1.102923,1.150714,0.789957,0.755251,-0.464797,-0.465868,1.000000
3572009603.842864,1.073926,1.153413,0.811608,0.756828,-0.473665,-0.466576,1.000000
3572009603.852864,1.113980,1.155180,0.850191,0.758963,-0.472673,-0.467523,1.000000
3572009603.862864,1.105715,1.158076,0.863806,0.762178,-0.522968,-0.468411,1.000000
3572009603.872866,1.122165,1.160662,0.754051,0.765495,-0.507804,-0.470761,1.000000
3572009603.882865,1.086835,1.163652,0.818515,0.765532,-0.458221,-0.472595,1.000000
3572009603.892864,1.147145,1.165485,0.746747,0.767676,-0.548789,-0.472908,1.000000
3572009603.902866,1.129927,1.169080,0.861391,0.767262,-0.510454,-0.475889,1.000000
3572009603.912866,1.165970,1.172048,0.805776,0.770406,-0.492401,-0.477652,1.000000
3572009603.922866,1.133357,1.175986,0.837428,0.771888,-0.436031,-0.478830,1.000000
3572009603.932868,1.169571,1.178812,0.811557,0.774492,-0.507745,-0.478303,1.000000
3572009603.942867,1.159917,1.182660,0.902593,0.775959,-0.559336,-0.479907,1.000000
3572009603.952868,1.124781,1.186123,0.769803,0.779861,-0.520113,-0.482992,1.000000
3572009603.962868,1.137001,1.188435,0.800579,0.779884,-0.542001,-0.484831,1.000000
3572009603.972868,1.166769,1.191044,0.830408,0.780724,-0.499392,-0.487265,1.000000
3572009603.982868,1.153378,1.194442,0.826769,0.782595,-0.510427,-0.488368,1.000000
3572009603.992869,1.138018,1.197347,0.833729,0.784257,-0.537997,-0.489765,1.000000
3572009604.002869,1.210449,1.199720,0.859649,0.785961,-0.569861,-0.491935,1.000000
3572009604.012869,1.178300,1.204168,0.828435,0.788248,-0.560450,-0.494988,1.000000
3572009604.022870,1.187367,1.207532,0.836857,0.789583,-0.615114,-0.497678,1.000000
3572009604.032869,1.162494,1.211067,0.819244,0.790901,-0.585765,-0.501911,1.000000
3572009604.042869,1.121213,1.213761,0.855897,0.791780,-0.576738,-0.505160,1.000000
3572009604.052870,1.177734,1.215154,0.856811,0.793754,-0.539915,-0.508052,1.000000
3572009604.062871,1.217186,1.218168,0.804159,0.795847,-0.512712,-0.509773,1.000000
3572009604.072871,1.234344,1.222251,0.848847,0.796433,-0.618669,-0.510638,1.000000
3572009604.082870,1.212558,1.226733,0.836142,0.797885,-0.547698,-0.514613,1.000000
3572009604.092872,1.217566,1.230433,0.864344,0.799210,-0.546397,-0.516378,1.000000
3572009604.102873,1.147470,1.234170,0.905348,0.801334,-0.570531,-0.518052,1.000000
3572009604.112873,1.180836,1.235727,0.821747,0.804508,-0.566006,-0.520392,1.000000
3572009604.122874,1.157328,1.238220,0.840432,0.805134,-0.558617,-0.522531,1.000000
3572009604.132873,1.213628,1.239939,0.868835,0.806323,-0.545117,-0.524389,1.000000
3572009604.142873,1.206980,1.243263,0.771594,0.808369,-0.543534,-0.525793,1.000000
3572009604.152874,1.196981,1.246287,0.777292,0.807485,-0.574687,-0.527106,1.000000
3572009604.162874,1.228003,1.248925,0.877575,0.806665,-0.567094,-0.529301,1.000000
3572009604.172875,1.225455,1.252396,0.868188,0.808861,-0.561230,-0.531208,1.000000
3572009604.182875,1.221124,1.255683,0.889327,0.810738,-0.473108,-0.532885,1.000000
3572009604.192875,1.204323,1.258712,0.904336,0.813541,-0.540388,-0.531903,1.000000
3572009604.202876,1.213682,1.261173,0.862358,0.816430,-0.549668,-0.532931,1.000000
3572009604.212875,1.203641,1.263834,0.872166,0.817953,-0.624275,-0.534202,1.000000
3572009604.222877,1.185935,1.266115,0.856050,0.819416,-0.564001,-0.537642,1.000000
3572009604.232878,1.237085,1.267801,0.891579,0.820603,-0.656122,-0.539202,1.000000
3572009604.242877,1.231947,1.270935,0.843321,0.822431,-0.531996,-0.543443,1.000000
3572009604.252876,1.245087,1.273821,0.854338,0.823279,-0.572176,-0.543892,1.000000
3572009604.262877,1.251512,1.277012,0.832302,0.824263,-0.591027,-0.545513,1.000000
3572009604.272878,1.214810,1.280293,0.882559,0.824489,-0.619846,-0.547643,1.000000
3572009604.282878,1.280073,1.282385,0.872421,0.826076,-0.545505,-0.550566,1.000000
3572009604.292878,1.282814,1.286337,0.935568,0.827615,-0.606594,-0.551205,1.000000
3572009604.302878,1.279979,1.290252,0.853152,0.830727,-0.546950,-0.553630,1.000000
3572009604.312880,1.230155,1.293959,0.849328,0.831551,-0.575905,-0.554220,1.000000
3572009604.322880,1.202356,1.296083,0.860629,0.832119,-0.569999,-0.555646,1.000000
3572009604.332880,1.199365,1.297315,0.883547,0.833026,-0.570327,-0.556854,1.000000
3572009604.342881,1.249348,1.298417,0.891689,0.834581,-0.649823,-0.558034,1.000000
3572009604.352880,1.304982,1.300950,0.883508,0.836012,-0.603337,-0.561531,1.000000
3572009604.362882,1.301109,1.305056,0.881809,0.837344,-0.650153,-0.563554,1.000000
3572009604.372882,1.280734,1.308913,0.886103,0.838399,-0.573754,-0.566906,1.000000
3572009604.382880,1.254080,1.312057,0.860379,0.839853,-0.599685,-0.567903,1.000000
