Absolute Time,x_noise,x_hat,y_noise,y_hat,psi_noise,psi_hat,lost
3572009613.503187,0.000000,3.436837,0.000000,1.764287,-0.000000,-1.568968,0.000000
3572009613.513188,0.000000,3.437700,0.000000,1.767091,-0.000000,-1.570124,0.000000
3572009613.523189,0.000000,3.438561,0.000000,1.769894,-0.000000,-1.571281,0.000000
3572009613.533189,0.000000,3.439422,0.000000,1.772699,-0.000000,-1.572437,0.000000
3572009613.543190,0.000000,3.440282,0.000000,1.775505,-0.000000,-1.573593,0.000000
3572009613.553189,0.000000,3.441142,0.000000,1.778311,-0.000000,-1.574749,0.000000
3572009613.563190,0.000000,3.442000,0.000000,1.781118,-0.000000,-1.575904,0.000000
3572009613.573190,0.000000,3.442858,0.000000,1.783926,-0.000000,-1.577060,0.000000
3572009613.583189,0.000000,3.443715,0.000000,1.786735,-0.000000,-1.578215,0.000000
3572009613.593205,0.000000,3.444571,0.000000,1.789544,-0.000000,-1.579371,0.000000
3572009613.603191,0.000000,3.445426,0.000000,1.792355,-0.000000,-1.580526,0.000000
3572009613.613191,0.000000,3.446281,0.000000,1.795166,-0.000000,-1.581681,0.000000
3572009613.623192,0.000000,3.447135,0.000000,1.797977,-0.000000,-1.582836,0.000000
3572009613.633193,0.000000,3.447988,0.000000,1.800790,-0.000000,-1.583991,0.000000
3572009613.643192,0.000000,3.448840,0.000000,1.803603,-0.000000,-1.585146,0.000000
3572009613.653193,0.000000,3.449692,0.000000,1.806417,-0.000000,-1.586301,0.000000
3572009613.663194,0.000000,3.450543,0.000000,1.809232,-0.000000,-1.587456,0.000000
3572009613.673193,0.000000,3.451394,0.000000,1.812047,-0.000000,-1.588610,0.000000
3572009613.683193,0.000000,3.452244,0.000000,1.814863,-0.000000,-1.589765,0.000000
3572009613.693208,0.000000,3.453093,0.000000,1.817680,-0.000000,-1.590919,0.000000
3572009613.703194,0.000000,3.453942,0.000000,1.820497,-0.000000,-1.592073,0.000000
3572009613.713194,0.000000,3.454790,0.000000,1.823315,-0.000000,-1.593228,0.000000
3572009613.723195,0.000000,3.455637,0.000000,1.826134,-0.000000,-1.594382,0.000000
3572009613.733195,0.000000,3.456484,0.000000,1.828953,-0.000000,-1.595536,0.000000
3572009613.743196,0.000000,3.457331,0.000000,1.831774,-0.000000,-1.596690,0.000000
3572009613.753197,0.000000,3.458177,0.000000,1.834594,-0.000000,-1.597844,0.000000
3572009613.763196,0.000000,3.459022,0.000000,1.837416,-0.000000,-1.598998,0.000000
3572009613.773197,0.000000,3.459867,0.000000,1.840238,-0.000000,-1.600152,0.000000
3572009613.783197,0.000000,3.460711,0.000000,1.843061,-0.000000,-1.601305,0.000000
3572009613.793206,0.000000,3.461555,0.000000,1.845884,-0.000000,-1.602459,0.000000
3572009613.803197,0.000000,3.462398,0.000000,1.848708,-0.000000,-1.603613,0.000000
3572009613.813197,0.000000,3.463241,0.000000,1.851533,-0.000000,-1.604766,0.000000
3572009613.823199,0.000000,3.464083,0.000000,1.854358,-0.000000,-1.605920,0.000000
3572009613.833199,0.000000,3.464925,0.000000,1.857184,-0.000000,-1.607073,0.000000
3572009613.843200,0.000000,3.465766,0.000000,1.860010,-0.000000,-1.608226,0.000000
3572009613.853200,0.000000,3.466607,0.000000,1.862837,-0.000000,-1.609380,0.000000
3572009613.863200,0.000000,3.467447,0.000000,1.865665,-0.000000,-1.610533,0.000000
3572009613.873201,0.000000,3.468287,0.000000,1.868493,-0.000000,-1.611686,0.000000
3572009613.883199,0.000000,3.469127,0.000000,1.871322,-0.000000,-1.612839,0.000000
3572009613.893205,0.000000,3.469966,0.000000,1.874152,-0.000000,-1.613992,0.000000
3572009613.903201,0.000000,3.470805,0.000000,1.876982,-0.000000,-1.615145,0.000000
3572009613.913201,0.000000,3.471643,0.000000,1.879812,-0.000000,-1.616298,0.000000
3572009613.923202,0.000000,3.472481,0.000000,1.882644,-0.000000,-1.617451,0.000000
3572009613.933202,0.000000,3.473319,0.000000,1.885475,-0.000000,-1.618604,0.000000
3572009613.943202,0.000000,3.474156,0.000000,1.888308,-0.000000,-1.619756,0.000000
3572009613.953203,0.000000,3.474993,0.000000,1.891141,-0.000000,-1.620909,0.000000
3572009613.963204,0.000000,3.475829,0.000000,1.893974,-0.000000,-1.622062,0.000000
3572009613.973204,0.000000,3.476665,0.000000,1.896808,-0.000000,-1.623214,0.000000
3572009613.983203,0.000000,3.477501,0.000000,1.899643,-0.000000,-1.624367,0.000000
3572009613.993206,0.000000,3.478336,0.000000,1.902478,-0.000000,-1.625519,0.000000
3572009614.003205,0.000000,3.479171,0.000000,1.905314,-0.000000,-1.626671,0.000000
3572009614.013205,0.000000,3.480005,0.000000,1.908150,-0.000000,-1.627824,0.000000
3572009614.023206,0.000000,3.480840,0.000000,1.910987,-0.000000,-1.628976,0.000000
3572009614.033205,0.000000,3.481674,0.000000,1.913824,-0.000000,-1.630128,0.000000
3572009614.043205,0.000000,3.482507,0.000000,1.916662,-0.000000,-1.631280,0.000000
3572009614.053206,0.000000,3.483340,0.000000,1.919500,-0.000000,-1.632432,0.000000
3572009614.063206,0.000000,3.484173,0.000000,1.922339,-0.000000,-1.633584,0.000000
3572009614.073207,0.000000,3.485006,0.000000,1.925179,-0.000000,-1.634736,0.000000
3572009614.083209,0.000000,3.485838,0.000000,1.928019,-0.000000,-1.635888,0.000000
3572009614.093209,0.000000,3.486670,0.000000,1.930859,-0.000000,-1.637039,0.000000
3572009614.103209,3.882717,3.487502,1.269392,1.933700,-1.655450,-1.638191,1.000000
3572009614.113208,3.899671,3.501197,1.282129,1.911272,-1.589527,-1.639665,1.000000
3572009614.123209,3.917400,3.515174,1.249788,1.890015,-1.643550,-1.639146,1.000000
3572009614.133209,3.914098,3.529119,1.250187,1.868308,-1.634805,-1.640238,1.000000
3572009614.143210,3.907787,3.542584,1.290480,1.847265,-1.633578,-1.641041,1.000000
3572009614.153210,3.956342,3.555472,1.222391,1.828031,-1.647349,-1.641785,1.000000
3572009614.163210,3.922326,3.569381,1.240348,1.807318,-1.675287,-1.642914,1.000000
3572009614.173211,4.013490,3.581799,1.239955,1.787684,-1.656646,-1.644840,1.000000
3572009614.183209,3.925101,3.596601,1.194685,1.768651,-1.669789,-1.646161,1.000000
3572009614.193206,3.898880,3.608321,1.261879,1.748808,-1.712456,-1.647835,1.000000
3572009614.203210,3.924505,3.618799,1.223761,1.731448,-1.651342,-1.650727,1.000000
3572009614.213212,3.918004,3.629906,1.269162,1.713590,-1.667371,-1.651731,1.000000
3572009614.223212,3.948100,3.640449,1.217515,1.697564,-1.641427,-1.653181,1.000000
3572009614.233214,3.912256,3.651649,1.262544,1.680532,-1.636791,-1.653822,1.000000
3572009614.243212,3.967791,3.661475,1.294315,1.665340,-1.658931,-1.654306,1.000000
3572009614.253212,3.991640,3.672591,1.226554,1.651485,-1.659260,-1.655431,1.000000
3572009614.263213,3.886465,3.684087,1.253011,1.636031,-1.613294,-1.656533,1.000000
3572009614.273214,3.904374,3.692268,1.257705,1.621910,-1.684561,-1.656242,1.000000
3572009614.283214,3.946211,3.700534,1.265633,1.608191,-1.669706,-1.658066,1.000000
3572009614.293209,3.995800,3.709838,1.227261,1.595137,-1.669929,-1.659399,1.000000
3572009614.303215,3.965468,3.720335,1.217483,1.581331,-1.670597,-1.660701,1.000000
3572009614.313215,3.955219,3.729626,1.256314,1.567638,-1.637631,-1.661987,1.000000
3572009614.323216,3.928002,3.738438,1.210317,1.555563,-1.723382,-1.662259,1.000000
3572009614.333216,3.946203,3.745934,1.246280,1.542308,-1.672181,-1.665061,1.000000
3572009614.343216,3.975952,3.753901,1.260640,1.530605,-1.688023,-1.666270,1.000000
3572009614.353216,3.954093,3.762467,1.208445,1.519636,-1.705831,-1.667913,1.000000
3572009614.363216,3.994160,3.770083,1.270868,1.507411,-1.666917,-1.670038,1.000000
3572009614.373218,3.900483,3.778776,1.254204,1.497467,-1.627209,-1.670952,1.000000
3572009614.383217,3.953863,3.784561,1.203719,1.487406,-1.632300,-1.670662,1.000000
3572009614.393209,3.986043,3.791740,1.200584,1.476137,-1.674405,-1.670527,1.000000
3572009614.403217,3.965562,3.799535,1.257261,1.465015,-1.714608,-1.671639,1.000000
3572009614.413218,3.965755,3.806376,1.269574,1.455815,-1.660723,-1.673909,1.000000
3572009614.423219,4.004922,3.813183,1.247766,1.447356,-1.750651,-1.674520,1.000000
3572009614.433219,3.983103,3.820674,1.193634,1.438325,-1.681024,-1.677775,1.000000
3572009614.443220,3.966198,3.827515,1.244631,1.428092,-1.732084,-1.678880,1.000000
3572009614.453219,3.998423,3.833499,1.198043,1.419566,-1.658623,-1.681465,1.000000
3572009614.463219,3.952975,3.840482,1.213162,1.410060,-1.671167,-1.681803,1.000000
3572009614.473221,4.051783,3.845880,1.257145,1.401253,-1.759754,-1.682501,1.000000
3572009614.483220,3.921475,3.853768,1.168569,1.393832,-1.703157,-1.685799,1.000000
3572009614.493214,3.943593,3.857748,1.252765,1.384118,-1.733065,-1.687332,1.000000
3572009614.503223,4.002388,3.862172,1.162585,1.377119,-1.697618,-1.689707,1.000000
3572009614.513222,3.984391,3.868313,1.216550,1.367729,-1.670110,-1.690966,1.000000
3572009614.523222,3.989856,3.873825,1.169856,1.360265,-1.647686,-1.691375,1.000000
3572009614.533221,4.010523,3.879403,1.223615,1.351687,-1.700862,-1.691104,1.000000
3572009614.543222,4.016586,3.885268,1.232939,1.344839,-1.654685,-1.692411,1.000000
3572009614.553223,4.010021,3.891279,1.183339,1.338563,-1.665954,-1.692312,1.000000
3572009614.563223,4.024263,3.896886,1.158271,1.330982,-1.748585,-1.692546,1.000000
3572009614.573224,3.991701,3.902495,1.246108,1.322718,-1.689696,-1.695217,1.000000
3572009614.583223,4.054920,3.907159,1.195294,1.317408,-1.735672,-1.696070,1.000000
3572009614.593217,3.991296,3.913412,1.202601,1.310661,-1.701244,-1.698258,1.000000
3572009614.603225,4.019523,3.917707,1.206492,1.304396,-1.702570,-1.699367,1.000000
3572009614.613224,4.039899,3.922706,1.246060,1.298426,-1.705947,-1.700481,1.000000
3572009614.623227,4.038696,3.928150,1.219015,1.293795,-1.737510,-1.701662,1.000000
3572009614.633225,4.014084,3.933300,1.138707,1.288440,-1.737758,-1.703744,1.000000
3572009614.643226,4.035169,3.937570,1.202889,1.280868,-1.726500,-1.705774,1.000000
3572009614.653225,4.057746,3.942372,1.194076,1.275436,-1.701786,-1.707414,1.000000
3572009614.663227,4.045166,3.947777,1.162179,1.269952,-1.700448,-1.708276,1.000000
3572009614.673228,4.070133,3.952655,1.203102,1.263689,-1.694761,-1.709071,1.000000
3572009614.683227,4.044780,3.958146,1.151749,1.258831,-1.718993,-1.709673,1.000000
3572009614.693221,4.062973,3.962650,1.181629,1.252550,-1.721464,-1.710973,1.000000
3572009614.703228,3.964671,3.967551,1.209715,1.247331,-1.729834,-1.712308,1.000000
3572009614.713228,4.053366,3.969376,1.185372,1.243081,-1.724073,-1.713852,1.000000
3572009614.723229,4.086128,3.973786,1.189029,1.238246,-1.740926,-1.715181,1.000000
3572009614.733229,4.065021,3.978982,1.226038,1.233630,-1.698113,-1.716969,1.000000
3572009614.743230,4.090062,3.983534,1.182984,1.230328,-1.730454,-1.717440,1.000000
3572009614.753231,4.048148,3.988592,1.173649,1.225786,-1.673149,-1.718852,1.000000
3572009614.763230,4.076472,3.992438,1.125886,1.221217,-1.764269,-1.718525,1.000000
3572009614.773232,4.041527,3.996724,1.210440,1.215194,-1.775873,-1.720901,1.000000
3572009614.783231,4.057726,3.999813,1.215959,1.211826,-1.677873,-1.723555,1.000000
3572009614.793225,4.066874,4.003597,1.194243,1.208908,-1.658900,-1.723234,1.000000
3572009614.803233,4.122721,4.007596,1.217277,1.205475,-1.683090,-1.722354,1.000000
3572009614.813232,4.118205,4.013055,1.223064,1.202774,-1.689396,-1.722210,1.000000
3572009614.823232,4.076873,4.018201,1.123377,1.200312,-1.735193,-1.722251,1.000000
3572009614.833232,4.060722,4.021831,1.197558,1.194885,-1.730470,-1.723644,1.000000
3572009614.843233,4.100461,4.024890,1.168044,1.191820,-1.725481,-1.724856,1.000000
3572009614.853232,4.108617,4.029050,1.168808,1.187982,-1.780217,-1.725884,1.000000
3572009614.863234,4.089493,4.033153,1.189106,1.184180,-1.707661,-1.728503,1.000000
3572009614.873235,4.080171,4.036799,1.161041,1.181225,-1.697388,-1.728901,1.000000
3572009614.883233,4.099409,4.040094,1.168612,1.177549,-1.805625,-1.728980,1.000000
3572009614.893228,4.068646,4.043515,1.125315,1.174006,-1.733332,-1.732257,1.000000
3572009614.903235,4.107934,4.046159,1.186878,1.169416,-1.746110,-1.733305,1.000000
3572009614.913234,4.128455,4.049844,1.172627,1.166757,-1.742730,-1.734699,1.000000
3572009614.923235,4.114425,4.054038,1.135437,1.163762,-1.706583,-1.735953,1.000000
3572009614.933236,4.126963,4.057806,1.115752,1.159826,-1.736539,-1.736100,1.000000
3572009614.943235,4.150232,4.061740,1.168038,1.155366,-1.670177,-1.737126,1.000000
3572009614.953237,4.118910,4.066450,1.125138,1.152716,-1.713988,-1.736156,1.000000
3572009614.963236,4.130497,4.069962,1.157695,1.148787,-1.715512,-1.736504,1.000000
3572009614.973237,4.087180,4.073706,1.167989,1.145933,-1.746410,-1.736884,1.000000
3572009614.983238,4.065039,4.075963,1.087990,1.143410,-1.726582,-1.738165,1.000000
3572009614.993230,4.082343,4.077560,1.089693,1.138634,-1.777703,-1.738820,1.000000
3572009615.003237,4.109157,4.079457,1.135040,1.133954,-1.723774,-1.740969,1.000000
3572009615.013238,4.164841,4.082262,1.137143,1.130853,-1.681914,-1.741460,1.000000
3572009615.023239,4.203041,4.086758,1.093846,1.127988,-1.753525,-1.740695,1.000000
3572009615.033239,4.159392,4.092028,1.114227,1.123790,-1.675605,-1.742066,1.000000
3572009615.043239,4.178042,4.096095,1.138053,1.120470,-1.740782,-1.741091,1.000000
3572009615.053239,4.210982,4.100391,1.138952,1.117823,-1.772506,-1.742067,1.000000
3572009615.063241,4.147515,4.105432,1.139046,1.115224,-1.771635,-1.743952,1.000000
3572009615.073240,4.162739,4.108451,1.190054,1.112706,-1.759874,-1.745760,1.000000
3572009615.083240,4.201496,4.111868,1.112892,1.111792,-1.767527,-1.747167,1.000000
3572009615.093234,4.204801,4.116305,1.165851,1.108612,-1.639089,-1.748761,1.000000
3572009615.103240,4.156831,4.121106,1.110693,1.107346,-1.799563,-1.746507,1.000000
3572009615.113242,4.138878,4.123846,1.141049,1.104177,-1.711351,-1.749059,1.000000
3572009615.123243,4.132196,4.126255,1.143099,1.102160,-1.753594,-1.748928,1.000000
3572009615.133243,4.183124,4.128262,1.073864,1.100184,-1.747372,-1.750048,1.000000
3572009615.143243,4.202513,4.131734,1.160020,1.096231,-1.782324,-1.750950,1.000000
3572009615.153244,4.159119,4.135564,1.154355,1.094880,-1.774571,-1.752859,1.000000
3572009615.163245,4.213669,4.138023,1.141079,1.093415,-1.730460,-1.754485,1.000000
3572009615.173245,4.186741,4.142161,1.109204,1.091682,-1.777794,-1.754760,1.000000
3572009615.183243,4.188039,4.145231,1.134217,1.088973,-1.776606,-1.756424,1.000000
3572009615.193238,4.220966,4.148251,1.097901,1.087086,-1.738679,-1.758006,1.000000
3572009615.203245,4.198743,4.152276,1.125097,1.084250,-1.828490,-1.758420,1.000000
3572009615.213245,4.152206,4.155235,1.100675,1.082147,-1.810909,-1.761479,1.000000
3572009615.223246,4.166499,4.156787,1.118721,1.079413,-1.790513,-1.763933,1.000000
3572009615.233247,4.268188,4.158782,1.090981,1.077327,-1.766877,-1.765716,1.000000
3572009615.243247,4.156893,4.163800,1.143478,1.074525,-1.797544,-1.766748,1.000000
3572009615.253246,4.203416,4.165280,1.069021,1.073304,-1.758868,-1.768658,1.000000
3572009615.263247,4.263376,4.168216,1.066165,1.069987,-1.767621,-1.769369,1.000000
3572009615.273248,4.193973,4.172809,1.145331,1.066668,-1.799220,-1.770316,1.000000
3572009615.283247,4.231966,4.175112,1.082907,1.065733,-1.742811,-1.772170,1.000000
3572009615.293243,4.193662,4.178651,1.079438,1.063080,-1.801897,-1.772302,1.000000
3572009615.303248,4.275414,4.180764,1.113450,1.060300,-1.791495,-1.774175,1.000000
3572009615.313249,4.192622,4.185263,1.060816,1.058625,-1.731507,-1.775688,1.000000
3572009615.323249,4.191106,4.187374,1.093708,1.055552,-1.784741,-1.775381,1.000000
3572009615.333249,4.190153,4.189207,1.091000,1.053446,-1.756700,-1.776654,1.000000
3572009615.343250,4.175441,4.191047,1.128701,1.051372,-1.761874,-1.777060,1.000000
3572009615.353251,4.246577,4.192380,1.112659,1.050466,-1.757723,-1.777603,1.000000
3572009615.363251,4.166834,4.195789,1.100505,1.049120,-1.752123,-1.778006,1.000000
3572009615.373252,4.225727,4.196757,1.063136,1.047466,-1.859067,-1.778228,1.000000
3572009615.383249,4.236156,4.199087,1.080398,1.044581,-1.807002,-1.781606,1.000000
3572009615.393246,4.205986,4.201828,1.107674,1.042372,-1.855831,-1.783352,1.000000
3572009615.403252,4.261938,4.203435,1.071466,1.040959,-1.824093,-1.786493,1.000000
3572009615.413252,4.239025,4.206752,1.050008,1.038567,-1.802870,-1.788609,1.000000
3572009615.423253,4.265799,4.209363,1.096389,1.035646,-1.779943,-1.790038,1.000000
3572009615.433251,4.237887,4.212763,1.059573,1.034221,-1.781328,-1.790747,1.000000
3572009615.443252,4.259526,4.215232,1.082305,1.031749,-1.813507,-1.791474,1.000000
3572009615.453253,4.261062,4.218162,1.032551,1.029968,-1.796238,-1.793130,1.000000
3572009615.463253,4.184406,4.221108,1.038039,1.026798,-1.761299,-1.794229,1.000000
3572009615.473254,4.268388,4.221812,1.087645,1.023945,-1.786113,-1.794260,1.000000
3572009615.483254,4.273045,4.224897,1.064190,1.022599,-1.797525,-1.795020,1.000000
3572009615.493250,4.247688,4.227992,1.097536,1.020581,-1.792531,-1.796094,1.000000
3572009615.503254,4.207633,4.230261,1.065554,1.019618,-1.841246,-1.796989,1.000000
3572009615.513256,4.257016,4.231119,0.996187,1.017660,-1.811534,-1.799298,1.000000
3572009615.523256,4.287105,4.233508,1.071462,1.013757,-1.803000,-1.800664,1.000000
3572009615.533256,4.309378,4.236743,1.089572,1.012208,-1.819806,-1.801737,1.000000
3572009615.543256,4.198913,4.240486,1.042383,1.011214,-1.718579,-1.803276,1.000000
3572009615.553256,4.244018,4.241176,1.042026,1.009033,-1.791577,-1.801773,1.000000
3572009615.563256,4.296714,4.242946,1.034274,1.006775,-1.745489,-1.802466,1.000000
3572009615.573258,4.307693,4.246368,1.076340,1.004437,-1.796913,-1.801773,1.000000
3572009615.583258,4.287804,4.249849,1.038766,1.003321,-1.830883,-1.802616,1.000000
3572009615.593255,4.325348,4.252527,1.073039,1.001074,-1.771070,-1.804439,1.000000
3572009615.603259,4.282317,4.256431,0.987552,1.000006,-1.761876,-1.804440,1.000000
3572009615.613258,4.287854,4.258976,1.049587,0.996459,-1.831071,-1.804164,1.000000
3572009615.623261,4.344819,4.261385,1.076986,0.994736,-1.807336,-1.805941,1.000000
3572009615.633259,4.280563,4.265483,1.071011,0.993912,-1.840330,-1.806965,1.000000
3572009615.643261,4.277775,4.267453,1.030371,0.992885,-1.823528,-1.808935,1.000000
3572009615.653260,4.352611,4.269337,1.061318,0.990714,-1.786483,-1.810352,1.000000
3572009615.663261,4.271874,4.273497,1.047329,0.989583,-1.821095,-1.810632,1.000000
3572009615.673261,4.286788,4.275035,1.057168,0.988016,-1.835883,-1.811925,1.000000
3572009615.683260,4.339650,4.276919,1.026240,0.986764,-1.793623,-1.813619,1.000000
3572009615.693257,4.330878,4.280447,1.021954,0.984703,-1.896592,-1.814013,1.000000
3572009615.703262,4.306588,4.283271,0.986896,0.982422,-1.781828,-1.817442,1.000000
3572009615.713261,4.319290,4.285672,1.020672,0.979348,-1.770163,-1.817380,1.000000
3572009615.723262,4.349947,4.288413,0.990355,0.977383,-1.778036,-1.816970,1.000000
3572009615.733262,4.286078,4.291955,1.040714,0.974567,-1.840403,-1.816800,1.000000
3572009615.743264,4.325399,4.293300,0.998471,0.973222,-1.850314,-1.818477,1.000000
3572009615.753263,4.336385,4.295735,1.022302,0.970655,-1.814054,-1.820400,1.000000
3572009615.763263,4.297313,4.298541,1.095069,0.968923,-1.773638,-1.821196,1.000000
3572009615.773265,4.380895,4.300239,0.985179,0.969463,-1.874222,-1.820770,1.000000
3572009615.783263,4.358149,4.304027,1.011497,0.966581,-1.808615,-1.823329,1.000000
3572009615.793261,4.362611,4.307248,1.018587,0.964662,-1.810759,-1.823876,1.000000
3572009615.803265,4.362033,4.310498,1.057714,0.963007,-1.823682,-1.824468,1.000000
3572009615.813265,4.337082,4.313593,0.963120,0.962538,-1.867370,-1.825423,1.000000
3572009615.823266,4.366699,4.315714,0.985006,0.959221,-1.813208,-1.827644,1.000000
3572009615.833266,4.318052,4.318826,1.081439,0.956732,-1.838197,-1.828199,1.000000
3572009615.843266,4.315318,4.320325,1.030185,0.957129,-1.842115,-1.829475,1.000000
3572009615.853267,4.358309,4.321686,1.038101,0.955994,-1.817432,-1.830831,1.000000
3572009615.863267,4.389992,4.324357,1.011383,0.955166,-1.840309,-1.831416,1.000000
3572009615.873269,4.346525,4.327811,1.012219,0.953538,-1.813683,-1.832660,1.000000
3572009615.883267,4.350502,4.329964,1.005467,0.952026,-1.847385,-1.833079,1.000000
3572009615.893264,4.326921,4.332061,0.995690,0.950307,-1.888149,-1.834481,1.000000
3572009615.903267,4.359295,4.333262,1.021941,0.948293,-1.833684,-1.837049,1.000000
3572009615.913269,4.381857,4.335564,1.022784,0.947193,-1.824838,-1.837935,1.000000
3572009615.923269,4.383435,4.338493,0.969901,0.946166,-1.875881,-1.838531,1.000000
3572009615.933269,4.355326,4.341214,1.054717,0.943531,-1.863389,-1.840619,1.000000
3572009615.943270,4.395458,4.343065,0.997281,0.943499,-1.796316,-1.842280,1.000000
3572009615.953270,4.344897,4.346265,0.997971,0.941876,-1.824779,-1.841907,1.000000
3572009615.963270,4.420136,4.347785,1.029259,0.940276,-1.901783,-1.842383,1.000000
3572009615.973271,4.329769,4.351227,1.011327,0.939538,-1.864349,-1.845122,1.000000
3572009615.983270,4.356045,4.352021,0.987586,0.938345,-1.876891,-1.846678,1.000000
3572009615.993268,4.393400,4.353526,0.964784,0.936468,-1.890050,-1.848561,1.000000
3572009616.003273,4.397736,4.356045,0.981000,0.933955,-1.859438,-1.850780,1.000000
3572009616.013272,4.350400,4.358720,0.946838,0.932039,-1.893695,-1.852032,1.000000
3572009616.023273,4.348197,4.359802,0.991911,0.929123,-1.865801,-1.854261,1.000000
3572009616.033272,4.393837,4.360879,0.980801,0.927663,-1.855321,-1.855603,1.000000
3572009616.043272,4.361423,4.363307,1.001149,0.925935,-1.838369,-1.856595,1.000000
3572009616.053274,4.408643,4.364761,0.921250,0.924885,-1.861600,-1.857055,1.000000
3572009616.063274,4.392040,4.367490,0.950504,0.921470,-1.853162,-1.858188,1.000000
3572009616.073274,4.412469,4.369675,0.980805,0.919034,-1.874016,-1.859036,1.000000
3572009616.083274,4.409776,4.372330,0.977526,0.917536,-1.888946,-1.860477,1.000000
3572009616.093272,4.357194,4.374777,0.986475,0.915966,-1.848275,-1.862318,1.000000
3572009616.103276,4.425656,4.375731,0.981918,0.914765,-1.939011,-1.862902,1.000000
3572009616.113275,4.361811,4.378377,0.968194,0.913345,-1.852130,-1.866154,1.000000
3572009616.123277,4.426845,4.379347,0.949423,0.911677,-1.868678,-1.866745,1.000000
3572009616.133276,4.416599,4.382156,0.951758,0.909480,-1.858438,-1.867807,1.000000
3572009616.143277,4.378923,4.384612,0.931598,0.907432,-1.851790,-1.868534,1.000000
3572009616.153276,4.426816,4.385904,0.957485,0.904859,-1.894483,-1.869040,1.000000
3572009616.163278,4.404565,4.388431,0.972845,0.903068,-1.891259,-1.870794,1.000000
3572009616.173278,4.423026,4.390236,0.953070,0.901790,-1.891437,-1.872403,1.000000
3572009616.183278,4.430597,4.392532,0.916254,0.899965,-1.933106,-1.873971,1.000000
3572009616.193274,4.442848,4.394843,0.979091,0.897053,-1.861588,-1.876728,1.000000
3572009616.203278,4.447849,4.397687,0.979620,0.896179,-1.902684,-1.877292,1.000000
3572009616.213279,4.502383,4.400458,0.928107,0.895292,-1.884452,-1.879053,1.000000
3572009616.223279,4.402768,4.404820,0.898391,0.892933,-1.898480,-1.880226,1.000000
3572009616.233281,4.466210,4.406062,0.954252,0.889748,-1.896102,-1.881779,1.000000
3572009616.243281,4.434079,4.409150,0.974046,0.888310,-1.891369,-1.883217,1.000000
3572009616.253280,4.438940,4.411213,1.006224,0.887508,-1.870618,-1.884474,1.000000
3572009616.263280,4.472180,4.413427,0.951939,0.887710,-1.878433,-1.885080,1.000000
3572009616.273281,4.433669,4.416532,0.900343,0.886291,-1.843929,-1.885896,1.000000
3572009616.283280,4.491665,4.418520,0.977853,0.883440,-1.897800,-1.885666,1.000000
3572009616.293278,4.415066,4.421985,0.962493,0.882889,-1.933379,-1.887033,1.000000
3572009616.303281,4.476387,4.422964,0.891879,0.881858,-1.862004,-1.889414,1.000000
3572009616.313282,4.418370,4.425964,0.922048,0.878863,-1.952433,-1.889615,1.000000
3572009616.323283,4.445048,4.426858,0.941297,0.876734,-1.900654,-1.892485,1.000000
3572009616.333283,4.475525,4.428687,0.941145,0.875300,-1.890413,-1.893742,1.000000
3572009616.343282,4.552340,4.431397,0.919851,0.873918,-1.926174,-1.894660,1.000000
3572009616.353283,4.455315,4.436178,0.899179,0.871902,-1.929780,-1.896609,1.000000
3572009616.363284,4.450248,4.437937,0.879214,0.869332,-1.928619,-1.898610,1.000000
3572009616.373285,4.459198,4.439499,0.909882,0.866248,-1.916273,-1.900520,1.000000
3572009616.383284,4.435896,4.441319,0.882675,0.864178,-1.934246,-1.902011,1.000000
3572009616.393281,4.514043,4.442336,0.863470,0.861343,-1.916141,-1.903991,1.000000
3572009616.403285,4.437051,4.445693,0.879959,0.858047,-1.909012,-1.905380,1.000000
3572009616.413285,4.513288,4.446700,0.928028,0.855344,-1.956078,-1.906517,1.000000
3572009616.423286,4.506049,4.449770,0.923960,0.854086,-1.932623,-1.909014,1.000000
3572009616.433286,4.475512,4.452615,0.903795,0.852773,-1.911615,-1.910747,1.000000
3572009616.443286,4.514763,4.454544,0.909518,0.850929,-1.888825,-1.911810,1.000000
3572009616.453287,4.507057,4.457652,0.924346,0.849339,-1.867827,-1.912165,1.000000
3572009616.463287,4.477519,4.460509,0.888588,0.848263,-1.919425,-1.911885,1.000000
3572009616.473288,4.552386,4.462238,0.896677,0.846095,-1.922385,-1.913136,1.000000
3572009616.483288,4.494168,4.466118,0.895849,0.844228,-1.946629,-1.914438,1.000000
3572009616.493285,4.562532,4.468081,0.930785,0.842363,-1.934678,-1.916420,1.000000
3572009616.503288,4.473647,4.472047,0.960266,0.841601,-1.903627,-1.917992,1.000000
3572009616.513289,4.498475,4.473373,0.877273,0.841771,-1.928232,-1.918600,1.000000
3572009616.523288,4.542192,4.475310,0.914759,0.839455,-1.945147,-1.919916,1.000000
3572009616.533289,4.535334,4.478425,0.860416,0.838295,-1.933312,-1.921694,1.000000
3572009616.543291,4.524029,4.481285,0.888510,0.835578,-1.859938,-1.923072,1.000000
3572009616.553290,4.533624,4.483971,0.875541,0.833868,-1.865177,-1.922237,1.000000
3572009616.563290,4.510971,4.486843,0.869711,0.831818,-1.928449,-1.921575,1.000000
3572009616.573290,4.533814,4.488751,0.872118,0.829574,-1.921646,-1.922799,1.000000
3572009616.583290,4.521755,4.491300,0.885048,0.827477,-1.950830,-1.923786,1.000000
3572009616.593288,4.489717,4.493319,0.890115,0.825790,-1.900053,-1.925607,1.000000
