Absolute Time,x_noise,x_hat,y_noise,y_hat,psi_noise,psi_hat
3571298798.392529,-0.064714,-0.002250,0.007163,-0.001595,-0.011523,-0.000226
3571298798.402529,0.062529,-0.005299,0.059644,-0.001166,0.009635,-0.000778
3571298798.412529,0.018101,-0.001994,0.030775,0.001803,0.001132,-0.000271
3571298798.422529,-0.065429,-0.001016,0.051775,0.003220,0.073343,-0.000203
3571298798.432530,0.001700,-0.004159,0.095559,0.005592,-0.060784,0.003390
3571298798.442530,-0.125362,-0.003876,-0.003796,0.009986,0.111455,0.000266
3571298798.452531,-0.077734,-0.009805,0.027228,0.009319,-0.091409,0.005699
3571298798.462530,0.053810,-0.013123,-0.092761,0.010200,-0.064914,0.000973
3571298798.472530,-0.050536,-0.009864,0.012179,0.005185,-0.052553,-0.002243
3571298798.482530,-0.048009,-0.011853,0.093146,0.005532,0.060436,-0.004708
3571298798.492532,0.034688,-0.013623,0.064253,0.009811,0.041175,-0.001542
3571298798.502531,0.057463,-0.011273,-0.105693,0.012473,-0.016055,0.000539
3571298798.512531,0.038879,-0.007925,-0.039200,0.006717,0.001782,-0.000270
3571298798.522530,-0.043551,-0.005646,0.068730,0.004483,0.025081,-0.000170
3571298798.532533,-0.056201,-0.007498,-0.007728,0.007622,-0.086407,0.001063
3571298798.542532,-0.052549,-0.009878,0.033121,0.006880,0.018480,-0.003207
3571298798.552533,0.042269,-0.011964,-0.081630,0.008166,0.044865,-0.002158
3571298798.562533,0.055971,-0.009324,-0.000335,0.003792,0.024982,0.000132
3571298798.572533,-0.014608,-0.006144,0.015809,0.003595,-0.059562,0.001347
3571298798.582533,0.039842,-0.006560,0.004560,0.004195,0.073305,-0.001624
3571298798.592534,-0.040966,-0.004300,-0.094894,0.004217,-0.101653,0.002032
3571298798.602533,-0.057872,-0.006091,0.033216,-0.000613,-0.036046,-0.003026
3571298798.612535,0.023685,-0.008620,-0.098188,0.001041,-0.031192,-0.004648
3571298798.622535,0.036936,-0.007048,0.009599,-0.003795,0.026516,-0.005959
3571298798.632535,-0.093541,-0.004906,0.012484,-0.003140,-0.004453,-0.004391
3571298798.642535,-0.009279,-0.009233,0.084469,-0.002376,-0.010917,-0.004407
3571298798.652535,-0.014808,-0.009239,0.084245,0.001863,0.006903,-0.004738
3571298798.662536,0.152593,-0.009516,0.005529,0.005886,-0.108404,-0.004184
3571298798.672536,-0.078451,-0.001612,-0.033080,0.005876,0.045483,-0.009289
3571298798.682536,0.002144,-0.005362,0.103746,0.003982,-0.013978,-0.006643
3571298798.692537,-0.073487,-0.004999,0.055009,0.008855,0.104695,-0.007022
3571298798.702537,-0.031104,-0.008343,-0.011541,0.011114,-0.102636,-0.001587
3571298798.712537,-0.029954,-0.009457,-0.004947,0.010019,-0.103835,-0.006527
3571298798.722538,0.084299,-0.010460,0.073431,0.009298,-0.055096,-0.011302
3571298798.732537,-0.020979,-0.005842,0.051788,0.012436,-0.010607,-0.013478
3571298798.742537,0.170362,-0.006583,0.023526,0.014367,0.016643,-0.013381
3571298798.752538,-0.011254,0.002045,0.100320,0.014826,0.021044,-0.011957
3571298798.762537,-0.058083,0.001396,0.054928,0.019009,-0.056463,-0.010383
3571298798.772538,-0.031641,-0.001505,-0.009872,0.020775,-0.056892,-0.012668
3571298798.782538,-0.010047,-0.002976,0.037819,0.019295,-0.033732,-0.014868
3571298798.792541,0.038874,-0.003322,0.042443,0.020214,-0.076613,-0.015837
3571298798.802539,0.063378,-0.001265,0.000269,0.021314,-0.059817,-0.018857
3571298798.812540,0.019157,0.001888,0.010356,0.020304,-0.031333,-0.020917
3571298798.822539,0.021684,0.002731,0.076739,0.019836,-0.018345,-0.021492
3571298798.832541,0.046977,0.003656,-0.029796,0.022629,-0.045769,-0.021406
3571298798.842540,-0.025897,0.005771,0.050538,0.020091,0.014184,-0.022663
3571298798.852541,-0.096174,0.004227,0.024150,0.021595,0.107626,-0.020933
3571298798.862541,-0.010224,-0.000671,-0.075918,0.021740,-0.029367,-0.014717
3571298798.872541,-0.013266,-0.001137,-0.014260,0.016997,-0.002599,-0.015476
3571298798.882540,-0.062828,-0.001729,0.007883,0.015492,0.012905,-0.014891
3571298798.892542,-0.011718,-0.004709,-0.037560,0.015142,-0.072552,-0.013576
3571298798.902541,-0.009539,-0.005050,0.099411,0.012593,0.171091,-0.016496
3571298798.912542,-0.088766,-0.005272,-0.082686,0.016850,0.040842,-0.007379
3571298798.922543,-0.050685,-0.009343,-0.084156,0.012019,0.008113,-0.005041
3571298798.932543,-0.122117,-0.011358,0.001471,0.007351,0.078096,-0.004408
3571298798.942543,0.042499,-0.016759,-0.006828,0.007088,-0.043394,-0.000385
3571298798.952544,0.093027,-0.013864,0.081203,0.006434,0.022062,-0.002481
3571298798.962543,0.079100,-0.008644,0.057601,0.010108,0.094279,-0.001284
3571298798.972545,-0.078118,-0.004355,-0.016480,0.012454,-0.022884,0.003385
3571298798.982544,-0.002082,-0.007936,0.031870,0.011074,0.099215,0.002118
3571298798.992545,-0.046626,-0.007636,0.019992,0.012122,0.113541,0.006873
3571298799.002544,-0.003392,-0.009521,0.117847,0.012541,-0.082564,0.012110
3571298799.012546,0.027783,-0.009195,0.044152,0.017712,-0.023229,0.007527
3571298799.022545,0.001031,-0.007361,0.012536,0.019041,0.091045,0.006050
3571298799.032546,0.086595,-0.006922,-0.002954,0.018770,-0.154881,0.010221
3571298799.042546,-0.021008,-0.002315,-0.017313,0.017751,0.095027,0.002188
3571298799.052546,-0.003541,-0.003187,0.023913,0.016094,-0.000352,0.006728
3571298799.062547,-0.110066,-0.003153,0.037474,0.016528,-0.043737,0.006400
3571298799.072547,-0.009140,-0.008310,0.025259,0.017605,0.060857,0.003966
3571298799.082547,0.040052,-0.008295,-0.024856,0.018044,-0.065853,0.006751
3571298799.092548,-0.016386,-0.005866,-0.056494,0.016014,-0.043166,0.003218
3571298799.102547,-0.016121,-0.006304,-0.154429,0.012546,-0.002857,0.000952
3571298799.112548,-0.056484,-0.006704,-0.038418,0.004477,-0.018571,0.000758
3571298799.122548,-0.043871,-0.009046,-0.025065,0.002462,-0.022235,-0.000196
3571298799.132549,-0.060302,-0.010653,0.034594,0.001203,0.046760,-0.001288
3571298799.142549,0.049290,-0.012984,-0.021914,0.002928,-0.023039,0.001039
3571298799.152549,-0.041715,-0.009844,-0.009454,0.001812,-0.059781,-0.000152
3571298799.162549,0.023923,-0.011284,0.062905,0.001361,0.020697,-0.003085
3571298799.172550,0.067609,-0.009455,-0.015364,0.004477,-0.092435,-0.001955
3571298799.182549,0.085816,-0.005565,0.038383,0.003617,0.003137,-0.006405
3571298799.192551,-0.031419,-0.000979,-0.011169,0.005440,0.096563,-0.005986
3571298799.202549,0.012030,-0.002341,0.031347,0.004776,-0.053761,-0.001022
3571298799.212552,0.067896,-0.001490,0.041346,0.006204,0.000974,-0.003631
3571298799.222551,0.034139,0.002044,-0.044970,0.008066,0.057032,-0.003448
3571298799.232552,-0.060951,0.003757,0.044736,0.005642,0.018577,-0.000536
3571298799.242551,-0.021210,0.000761,0.016234,0.007712,0.066621,0.000363
3571298799.252552,0.023953,-0.000154,0.009741,0.008305,0.011539,0.003566
3571298799.262552,-0.043886,0.001195,-0.033175,0.008551,0.037203,0.003931
3571298799.272552,0.012290,-0.000830,-0.133763,0.006702,0.028142,0.005532
3571298799.282553,0.008030,-0.000008,0.043101,0.000041,-0.009948,0.006615
3571298799.292553,0.042390,0.000579,0.083045,0.002329,0.014509,0.005788
3571298799.302553,-0.003678,0.002815,0.013323,0.006467,-0.057626,0.006191
3571298799.312553,0.121536,0.002717,-0.002055,0.006994,0.025455,0.003049
3571298799.322553,0.039436,0.008720,-0.009996,0.006770,-0.041555,0.004108
3571298799.332555,-0.004053,0.010449,-0.042064,0.006162,0.074170,0.001843
3571298799.342555,-0.054966,0.009953,-0.029467,0.004050,-0.020061,0.005334
3571298799.352555,0.012892,0.007025,0.021174,0.002641,0.000161,0.004061
3571298799.362554,-0.004065,0.007551,0.036567,0.003782,-0.032921,0.003832
3571298799.372555,0.063117,0.007239,0.007087,0.005616,0.008268,0.001996
3571298799.382555,-0.013509,0.010215,0.016924,0.005941,-0.044482,0.002255
3571298799.392556,0.056874,0.009328,-0.015518,0.006723,0.032193,-0.000077
3571298799.402554,0.044892,0.011905,-0.130105,0.005911,0.024989,0.001441
3571298799.412556,-0.000620,0.013780,-0.039679,-0.000447,-0.027239,0.002538
3571298799.422556,-0.028550,0.013365,0.036044,-0.002094,0.079881,0.001033
3571298799.432556,-0.025301,0.011583,-0.087180,0.000069,-0.055276,0.004828
3571298799.442557,-0.048620,0.010091,0.016322,-0.003916,-0.051304,0.001847
3571298799.452558,-0.097616,0.007539,0.128617,-0.002652,0.015935,-0.000806
3571298799.462558,-0.064073,0.002708,-0.015062,0.004056,0.103984,-0.000055
3571298799.472558,-0.004179,-0.000276,-0.008698,0.003462,0.055720,0.004962
3571298799.482558,0.059128,-0.000172,0.024979,0.003199,-0.083266,0.007392
3571298799.492558,0.133640,0.003065,0.000579,0.004553,-0.073562,0.002920
3571298799.502559,0.064788,0.009785,-0.047175,0.004661,0.024761,-0.000876
3571298799.512559,0.059968,0.012795,0.004065,0.002474,0.061882,0.000304
3571298799.522558,0.093540,0.015417,-0.010091,0.002911,-0.033926,0.003242
3571298799.532560,-0.036438,0.019590,0.015962,0.002609,-0.107341,0.001366
3571298799.542558,0.040969,0.017251,0.128040,0.003570,-0.015929,-0.004013
3571298799.552561,-0.011676,0.018777,0.051752,0.009994,-0.067617,-0.004682
3571298799.562561,0.023561,0.017686,0.078907,0.012371,-0.077909,-0.007848
3571298799.572560,0.025446,0.018376,0.055188,0.015961,0.064727,-0.011373
3571298799.582560,-0.055726,0.019078,-0.057646,0.018280,-0.023623,-0.007770
3571298799.592561,0.044329,0.015828,-0.044183,0.014955,0.036858,-0.008648
3571298799.602560,0.042437,0.017598,0.110403,0.012478,-0.015442,-0.006532
3571298799.612562,0.061566,0.019217,0.066359,0.017647,-0.107850,-0.007067
3571298799.622562,0.000459,0.021732,-0.005344,0.020384,-0.015618,-0.012094
3571298799.632562,-0.066845,0.021116,-0.027650,0.019537,-0.052430,-0.012386
3571298799.642562,-0.031712,0.017268,-0.059563,0.017633,-0.032849,-0.014464
3571298799.652562,0.007078,0.015319,-0.002361,0.014279,0.063073,-0.015491
3571298799.662562,0.030594,0.015320,-0.024527,0.013925,-0.009691,-0.011784
3571298799.672563,0.054073,0.016507,-0.041334,0.012482,0.008759,-0.011802
3571298799.682563,0.079257,0.018780,-0.001612,0.010302,0.024002,-0.010917
3571298799.692564,-0.019629,0.022171,-0.016940,0.010179,-0.065014,-0.009328
3571298799.702563,-0.095530,0.020620,-0.052641,0.009279,-0.032972,-0.012161
3571298799.712564,0.077116,0.015434,0.004785,0.006702,-0.067076,-0.013299
3571298799.722563,0.021467,0.018941,0.023804,0.007041,-0.064270,-0.016052
3571298799.732565,0.058351,0.019570,0.053190,0.008298,-0.048392,-0.018542
3571298799.742565,0.093333,0.021968,0.067170,0.010942,-0.130821,-0.020145
3571298799.752565,0.095398,0.025998,-0.009866,0.014103,0.016686,-0.025701
3571298799.762565,-0.027759,0.029873,-0.065742,0.013436,-0.064488,-0.023799
3571298799.772566,0.012313,0.027598,-0.053111,0.010040,0.081132,-0.025948
3571298799.782565,0.050096,0.027321,0.053026,0.007503,-0.068746,-0.020885
3571298799.792566,0.041581,0.028982,0.029470,0.010197,0.002067,-0.023375
3571298799.802566,0.010210,0.030119,0.005640,0.011655,0.073744,-0.022291
3571298799.812568,-0.057806,0.029638,0.077817,0.011922,-0.027807,-0.017756
3571298799.822567,0.032920,0.025923,0.077949,0.015650,-0.009817,-0.018388
3571298799.832567,-0.045830,0.026810,-0.017998,0.019221,-0.082435,-0.018113
3571298799.842567,-0.022173,0.023857,0.052862,0.017903,0.021719,-0.021398
3571298799.852568,0.099455,0.022152,0.132060,0.020170,-0.125229,-0.019446
3571298799.862569,0.119111,0.026545,-0.059657,0.026111,-0.006370,-0.024762
3571298799.872569,0.042740,0.031630,0.019023,0.022490,0.012161,-0.024029
3571298799.882569,0.070585,0.032738,0.041586,0.022898,-0.002010,-0.022424
3571298799.892569,0.008727,0.035165,-0.004410,0.024385,0.000078,-0.021585
3571298799.902569,0.042457,0.034463,0.123050,0.023564,-0.031176,-0.020681
3571298799.912570,0.033820,0.035463,0.094425,0.028987,0.071445,-0.021346
3571298799.922570,-0.050253,0.035938,0.074947,0.032817,0.099924,-0.016967
3571298799.932570,0.090047,0.032276,-0.038632,0.035533,-0.099393,-0.011397
3571298799.942570,0.038768,0.035762,0.066126,0.032462,-0.033858,-0.015817
3571298799.952570,0.019756,0.036547,-0.034612,0.034699,-0.015979,-0.016835
3571298799.962570,0.106589,0.036363,0.013961,0.031930,-0.050876,-0.016933
3571298799.972571,0.086412,0.040450,0.023452,0.031648,0.006424,-0.018732
3571298799.982572,0.000093,0.043326,-0.021725,0.031886,-0.049591,-0.017649
3571298799.992572,0.117080,0.041893,-0.034252,0.029877,0.054505,-0.019352
3571298800.002571,-0.031987,0.046175,0.018964,0.027427,-0.043707,-0.015891
3571298800.012571,0.081127,0.043049,0.073760,0.027633,0.045440,-0.017386
3571298800.022573,-0.049894,0.045539,0.078697,0.030567,-0.066249,-0.014457
3571298800.032573,-0.063653,0.041596,0.129632,0.033531,-0.011525,-0.017119
3571298800.042573,0.006381,0.037145,0.031919,0.038879,-0.031751,-0.016987
3571298800.052574,-0.089850,0.036344,0.003494,0.039194,0.054452,-0.017849
3571298800.062574,-0.026346,0.030835,0.054630,0.038170,0.032647,-0.014460
3571298800.072574,-0.024618,0.028711,-0.019599,0.039682,0.006345,-0.012291
3571298800.082573,0.153327,0.026799,0.047355,0.037488,-0.007982,-0.011505
3571298800.092575,0.062857,0.033676,-0.050399,0.038661,0.004937,-0.011455
3571298800.102574,0.099795,0.035803,-0.011265,0.035024,0.020663,-0.010776
3571298800.112576,0.072680,0.039625,0.059898,0.033488,0.022870,-0.009360
3571298800.122575,0.087572,0.041943,0.025407,0.035505,-0.023879,-0.007900
3571298800.132576,0.082192,0.044914,0.082896,0.035713,0.042396,-0.008791
3571298800.142576,-0.026795,0.047437,-0.034210,0.038769,-0.055620,-0.006404
3571298800.152575,0.062866,0.044599,0.004301,0.035897,0.007110,-0.008914
3571298800.162577,0.113209,0.046233,0.029907,0.035096,-0.071630,-0.008246
3571298800.172577,0.013602,0.050305,-0.015938,0.035527,0.059904,-0.011454
3571298800.182578,-0.050198,0.049231,-0.012781,0.033807,0.000010,-0.008091
3571298800.192577,0.054321,0.045148,0.015825,0.032284,-0.017125,-0.007806
3571298800.202577,0.060884,0.046381,0.095617,0.032223,-0.006230,-0.008372
3571298800.212577,0.011412,0.047871,-0.005242,0.036071,0.063526,-0.008380
3571298800.222578,0.140549,0.046827,0.081279,0.034872,-0.018219,-0.004981
3571298800.232579,0.095912,0.052203,-0.048182,0.037893,-0.071073,-0.005729
3571298800.242579,0.036279,0.055187,0.011227,0.034414,-0.034925,-0.009026
3571298800.252578,0.057966,0.055097,0.058295,0.034038,-0.047507,-0.010407
3571298800.262578,0.018364,0.056085,0.017092,0.035970,-0.095441,-0.012340
3571298800.272580,0.058032,0.055135,0.033465,0.035763,0.009962,-0.016527
3571298800.282580,0.018401,0.056092,-0.006065,0.036460,-0.142683,-0.015374
3571298800.292581,-0.085063,0.055189,-0.021448,0.035066,0.111591,-0.021730
3571298800.302579,0.050470,0.049087,-0.040076,0.033209,0.031534,-0.015375
3571298800.312580,0.066126,0.049967,-0.019758,0.030476,-0.055768,-0.013219
3571298800.322579,0.029630,0.051644,0.079383,0.028797,0.100918,-0.015426
3571298800.332582,0.039889,0.051334,0.019163,0.032171,-0.015792,-0.009878
3571298800.342581,0.131290,0.051646,0.042775,0.032354,0.021399,-0.010284
3571298800.352582,0.062352,0.056376,0.004831,0.033717,-0.028228,-0.008855
3571298800.362582,0.043671,0.057562,0.095527,0.033125,-0.003847,-0.009916
3571298800.372582,0.006481,0.057765,0.068659,0.037012,-0.091196,-0.009737
3571298800.382581,0.070690,0.056221,0.074339,0.039326,0.016110,-0.013835
3571298800.392583,0.105732,0.057801,0.118089,0.041908,-0.148146,-0.012503
3571298800.402582,0.020712,0.061152,0.014151,0.046350,0.009967,-0.019257
3571298800.412583,0.051695,0.060072,-0.013001,0.045662,0.009034,-0.017980
3571298800.422583,0.069173,0.060562,0.064428,0.043688,0.049329,-0.016806
3571298800.432583,0.103301,0.061851,0.094770,0.045627,-0.020812,-0.013716
3571298800.442583,0.045873,0.064811,0.022070,0.048894,-0.080351,-0.014194
3571298800.452585,0.093481,0.064882,0.008482,0.048404,-0.079536,-0.017558
3571298800.462584,0.033316,0.067278,0.021672,0.047281,-0.069910,-0.020730
3571298800.472584,0.042165,0.066621,0.086005,0.046871,0.002911,-0.023286
3571298800.482585,0.034956,0.066370,0.004981,0.049694,-0.040260,-0.022168
3571298800.492585,0.041673,0.065824,0.059514,0.048392,-0.034652,-0.023210
3571298800.502584,0.108306,0.065633,0.001558,0.049823,0.013463,-0.023930
3571298800.512586,0.040291,0.068664,0.012382,0.048410,0.040594,-0.022266
3571298800.522585,0.071616,0.068210,0.086299,0.047623,0.019673,-0.019352
3571298800.532587,0.132292,0.069331,0.051500,0.050466,-0.041805,-0.017592
3571298800.542587,0.080643,0.073421,0.207779,0.051417,-0.021829,-0.018915
3571298800.552586,0.027565,0.074781,0.005542,0.059972,0.063462,-0.019203
3571298800.562587,0.105822,0.073409,0.034401,0.058334,-0.020695,-0.015311
3571298800.572588,-0.005816,0.076009,0.213272,0.058107,0.034108,-0.015707
3571298800.582588,0.114621,0.072990,0.147409,0.066675,-0.078839,-0.013407
3571298800.592589,0.138054,0.076104,0.019946,0.071505,0.050385,-0.016731
3571298800.602588,0.028642,0.080093,0.004849,0.070020,-0.098304,-0.013591
3571298800.612588,0.115757,0.078699,0.075987,0.067721,0.042752,-0.017857
3571298800.622588,0.077239,0.081493,0.045056,0.069157,0.060280,-0.015037
3571298800.632589,0.087733,0.082260,0.155520,0.069036,-0.030296,-0.011489
3571298800.642590,0.089056,0.083600,0.003243,0.074221,0.033061,-0.012528
3571298800.652590,0.138975,0.084881,-0.025075,0.071799,0.032769,-0.010424
3571298800.662590,0.046251,0.088541,0.122636,0.068116,0.056223,-0.008430
3571298800.672589,0.115136,0.087481,-0.013670,0.071846,0.003670,-0.005380
3571298800.682590,0.059519,0.089894,-0.040055,0.068696,-0.076513,-0.005037
3571298800.692591,0.111105,0.089561,-0.073658,0.064328,0.011703,-0.008626
3571298800.702590,-0.020196,0.091679,0.061375,0.058634,-0.006884,-0.007741
3571298800.712592,0.059532,0.087315,0.040413,0.059787,0.036049,-0.007805
3571298800.722591,0.116641,0.087012,0.106234,0.059912,-0.004151,-0.005768
3571298800.732592,0.043173,0.089557,0.037484,0.063203,-0.011260,-0.005788
3571298800.742592,0.044878,0.088408,0.027435,0.062978,-0.049770,-0.006154
3571298800.752592,0.151493,0.087443,0.076698,0.062235,0.091257,-0.008385
3571298800.762592,0.033608,0.091579,0.071784,0.064088,0.018274,-0.003625
3571298800.772593,0.076151,0.089852,0.106198,0.065539,-0.060984,-0.002647
3571298800.782593,0.010014,0.090371,0.099630,0.068513,-0.041473,-0.005587
3571298800.792593,0.099456,0.087625,0.071892,0.071049,0.048874,-0.007439
3571298800.802593,0.117889,0.089283,0.077208,0.072217,0.022164,-0.004794
3571298800.812594,0.096722,0.091796,0.043994,0.073562,0.036839,-0.003573
3571298800.822593,0.134021,0.093143,0.101962,0.073242,0.029669,-0.001692
3571298800.832594,0.103193,0.096259,0.075639,0.075762,0.014275,-0.000247
3571298800.842594,0.161291,0.097742,0.016740,0.076863,-0.043002,0.000381
3571298800.852595,0.121881,0.102055,0.074835,0.074974,0.027646,-0.001819
3571298800.862595,0.110697,0.104166,0.117008,0.076099,0.127354,-0.000467
3571298800.872595,0.057978,0.105516,0.064883,0.079338,0.036428,0.005694
3571298800.882595,0.093263,0.104343,0.086333,0.079784,0.032063,0.007132
3571298800.892597,0.131963,0.104958,0.098121,0.081253,-0.053889,0.008292
3571298800.902596,0.103990,0.107532,0.032438,0.083127,0.098621,0.005199
3571298800.912596,0.139577,0.108447,0.003301,0.081889,-0.022992,0.009697
3571298800.922596,0.084500,0.111202,0.095268,0.079152,-0.004120,0.008049
3571298800.932597,0.137372,0.111121,0.064002,0.081062,0.021407,0.007397
3571298800.942598,0.055053,0.113599,0.130712,0.081388,0.004646,0.008022
3571298800.952598,0.015552,0.111967,0.161652,0.084937,0.071653,0.007800
3571298800.962597,0.009680,0.108413,0.004337,0.089907,-0.049557,0.010860
3571298800.972598,0.083024,0.104890,0.080783,0.086818,0.011470,0.007859
3571298800.982599,0.057285,0.105053,0.036053,0.087689,0.021918,0.007976
3571298800.992599,0.118925,0.103945,0.074627,0.086352,-0.130397,0.008597
3571298801.002598,0.040420,0.106068,0.147424,0.086766,-0.006527,0.001749
3571298801.012600,0.139191,0.104133,0.086643,0.090881,-0.101979,0.001264
3571298801.022600,0.138484,0.107219,0.174519,0.091709,0.019233,-0.003863
3571298801.032600,0.165785,0.109992,0.047581,0.096947,-0.070585,-0.002835
3571298801.042600,0.132915,0.114071,0.089087,0.095626,-0.135782,-0.006242
3571298801.052600,0.099131,0.116423,0.099320,0.096307,-0.007672,-0.012679
3571298801.062601,0.094200,0.116879,0.133173,0.097634,-0.075431,-0.012564
3571298801.072601,0.161363,0.117156,0.150085,0.100461,-0.004152,-0.015764
3571298801.082600,0.109635,0.120619,0.165813,0.104076,-0.063376,-0.015336
3571298801.092601,0.213799,0.121465,-0.012903,0.108208,-0.031337,-0.017821
3571298801.102600,0.210694,0.127321,0.036739,0.103470,0.040953,-0.018628
3571298801.112603,0.071415,0.132659,0.066482,0.101482,0.051558,-0.015864
3571298801.122602,0.008999,0.130936,0.130613,0.101058,0.030717,-0.012708
3571298801.132604,0.106756,0.126284,0.150459,0.103760,-0.096651,-0.010713
3571298801.142603,0.173879,0.126782,0.134517,0.107129,-0.100715,-0.015031
3571298801.152604,0.014271,0.130539,0.108108,0.109555,-0.066831,-0.019351
3571298801.162602,0.079637,0.126298,0.144598,0.110628,0.006858,-0.021819
3571298801.172603,0.134378,0.125367,0.114017,0.113536,-0.086235,-0.020574
3571298801.182603,0.136229,0.127267,0.128200,0.114684,0.077881,-0.023933
3571298801.192605,0.113222,0.128968,0.147435,0.116697,0.012190,-0.019121
3571298801.202604,0.262539,0.129555,0.047805,0.119469,-0.053005,-0.017736
3571298801.212605,0.226337,0.137484,-0.011249,0.117159,-0.049191,-0.019599
3571298801.222604,0.117386,0.143264,0.110826,0.112089,-0.088202,-0.021190
3571298801.232605,0.039608,0.143501,0.101501,0.113166,0.033293,-0.024614
3571298801.242606,0.145167,0.139788,0.080901,0.113914,-0.077969,-0.021945
3571298801.252606,0.075085,0.141548,0.082588,0.113466,-0.058105,-0.024833
3571298801.262606,0.134049,0.139786,0.164349,0.113155,0.022148,-0.026618
3571298801.272607,0.152047,0.140890,0.195433,0.116966,-0.004592,-0.024401
3571298801.282606,0.317177,0.142859,0.099629,0.122075,0.037720,-0.023590
3571298801.292606,0.117223,0.152737,0.090182,0.122327,-0.015775,-0.020749
3571298801.302607,0.178693,0.152459,0.148096,0.122033,-0.008747,-0.020649
3571298801.312608,0.135647,0.155190,0.025639,0.124593,0.011190,-0.020211
3571298801.322608,0.209939,0.155667,0.000746,0.121088,-0.031020,-0.018817
3571298801.332608,0.175167,0.159806,0.144661,0.116480,-0.028700,-0.019548
3571298801.342607,0.180427,0.162050,0.081754,0.119122,-0.031238,-0.020132
3571298801.352608,0.086553,0.164451,0.117810,0.118567,-0.026163,-0.020812
