Absolute Time,psi_bar,x_bar,y_bar
3571291570.455589,0.000000,0.000000,0.000000
3571291570.465590,0.000000,0.000000,0.000000
3571291570.475589,0.000000,0.000000,0.000000
3571291570.485590,0.000000,0.000000,0.000000
3571291570.495589,0.000000,0.000000,0.000000
3571291570.505590,0.000000,0.000000,0.000000
3571291570.515592,0.000000,0.000000,0.000000
3571291570.525590,0.000000,0.000000,0.000000
3571291570.535590,0.000000,0.000000,0.000000
3571291570.545591,0.000000,0.000000,0.000000
3571291570.555592,0.000000,0.000000,0.000000
3571291570.565591,0.000000,0.000000,0.000000
3571291570.575593,0.000000,0.000000,0.000000
3571291570.585592,0.000000,0.000000,0.000000
3571291570.595592,0.000000,0.000000,0.000000
3571291570.605592,0.000000,0.000000,0.000000
3571291570.615594,0.000000,0.000000,0.000000
3571291570.625594,0.000000,0.000000,0.000000
3571291570.635594,0.000000,0.000000,0.000000
3571291570.645594,0.000000,0.000000,0.000000
3571291570.655594,0.000000,0.000000,0.000000
3571291570.665595,0.000000,0.000000,0.000000
3571291570.675595,0.000000,0.000000,0.000000
3571291570.685596,0.000000,0.000000,0.000000
3571291570.695596,0.000000,0.000000,0.000000
3571291570.705595,0.000000,0.000000,0.000000
3571291570.715597,0.000000,0.000000,0.000000
3571291570.725597,0.000000,0.000000,0.000000
3571291570.735596,0.000000,0.000000,0.000000
3571291570.745596,0.000000,0.000000,0.000000
3571291570.755598,0.000000,0.000000,0.000000
3571291570.765597,0.000000,0.000000,0.000000
3571291570.775597,0.000000,0.000000,0.000000
3571291570.785597,0.000000,0.000000,0.000000
3571291570.795598,0.000000,0.000000,0.000000
3571291570.805598,0.000000,0.000000,0.000000
3571291570.815598,0.000000,0.000000,0.000000
3571291570.825599,0.000000,0.000000,0.000000
3571291570.835599,0.000000,0.000000,0.000000
3571291570.845599,0.000000,0.000000,0.000000
3571291570.855599,0.000000,0.000000,0.000000
3571291570.865600,0.000000,0.000000,0.000000
3571291570.875600,0.000000,0.000000,0.000000
3571291570.885601,0.000000,0.000000,0.000000
3571291570.895601,0.000000,0.000000,0.000000
3571291570.905601,0.000000,0.000000,0.000000
3571291570.915601,0.000000,0.000000,0.000000
3571291570.925601,0.000000,0.000000,0.000000
3571291570.935603,0.000000,0.000000,0.000000
