Absolute Time,x_noise,x_hat,y_noise,y_hat,psi_noise,psi_hat
3571296976.048247,-1.751835,0.385814,-2.601817,0.313552,0.541896,1.036027
3571296976.058246,1.034885,0.280292,2.587485,0.171696,2.150379,1.014994
3571296976.068247,-2.240599,0.316867,-1.903263,0.288253,3.221938,1.073477
3571296976.078248,-5.596900,0.193093,0.623328,0.180593,10.002117,1.181619
3571296976.088249,3.123956,-0.088177,-6.301781,0.201978,1.687184,1.616048
3571296976.098249,-2.579373,0.067916,0.588704,-0.116127,1.109608,1.624466
3571296976.108248,5.331574,-0.062174,-6.935434,-0.082283,6.386591,1.604231
3571296976.118249,1.060698,0.199960,0.655386,-0.416057,-2.598409,1.842679
3571296976.128249,-7.450919,0.242885,-9.997440,-0.363747,0.241248,1.631292
3571296976.138250,2.057501,-0.133349,-3.303144,-0.833472,0.732701,1.568220
3571296976.148250,0.776125,-0.027424,1.753848,-0.954447,-3.625433,1.532011
3571296976.158250,2.645130,0.012607,3.002463,-0.822985,2.467868,1.284507
3571296976.168249,-0.587278,0.141748,-1.265388,-0.637118,2.804235,1.345927
3571296976.178249,-0.854403,0.107149,6.198601,-0.668110,0.608009,1.420958
3571296976.188250,0.390551,0.059412,-5.728504,-0.333728,-1.141862,1.385218
3571296976.198252,-3.138913,0.075268,-0.339081,-0.595976,-2.934711,1.265565
3571296976.208252,1.960793,-0.080670,4.236429,-0.583341,-2.980935,1.063740
3571296976.218252,0.417316,0.019708,1.814352,-0.348170,5.961776,0.868827
3571296976.228251,1.908969,0.038289,4.468707,-0.242446,4.069013,1.119653
3571296976.238251,5.536826,0.130028,-4.526663,-0.011933,0.557256,1.266571
3571296976.248252,-2.581625,0.393014,5.360117,-0.232734,-3.830945,1.235237
3571296976.258253,-0.282687,0.248741,-6.640430,0.039675,0.974056,0.990943
3571296976.268254,-4.130725,0.222586,2.012028,-0.286981,3.654576,0.992498
3571296976.278253,-3.379386,0.010848,2.988179,-0.174093,1.482495,1.124936
3571296976.288253,1.943800,-0.154160,4.912323,-0.020723,-1.039154,1.145210
3571296976.298254,1.684954,-0.052554,-5.013589,0.220405,2.544992,1.041317
3571296976.308253,-1.981433,0.033085,4.136493,-0.035137,1.235017,1.117202
3571296976.318254,5.403575,-0.065246,4.095615,0.167382,0.534077,1.125592
3571296976.328254,-1.460230,0.200878,-1.014132,0.358375,1.005890,1.099320
3571296976.338254,-4.734382,0.119626,-1.309738,0.290680,-0.188975,1.097266
3571296976.348256,-1.846744,-0.117964,-2.662166,0.212557,-0.587627,1.036913
3571296976.358254,0.621624,-0.203163,0.863399,0.072596,-0.047464,0.959827
3571296976.368254,1.374467,-0.163812,-4.027007,0.110890,0.714375,0.912626
3571296976.378256,-0.365971,-0.089214,3.002010,-0.091755,-1.734374,0.904784
3571296976.388256,2.412971,-0.102959,-5.684126,0.060096,0.844603,0.777668
3571296976.398256,0.240352,0.019450,-3.632696,-0.221084,-5.267395,0.782335
3571296976.408256,1.314232,0.030134,0.091829,-0.388613,-4.128505,0.488207
3571296976.418256,0.485398,0.093778,-1.093013,-0.365765,5.250917,0.263105
3571296976.428257,0.085613,0.111878,4.584789,-0.400616,-1.158008,0.506471
3571296976.438257,-2.772095,0.109677,-2.713658,-0.156702,-2.196818,0.425659
3571296976.448258,-2.434358,-0.030647,-2.101511,-0.280229,-1.129128,0.297770
3571296976.458257,5.396351,-0.148804,-3.615528,-0.368341,3.388018,0.227874
3571296976.468258,1.614365,0.122556,2.196839,-0.525940,-0.939135,0.381839
3571296976.478258,-5.305965,0.194276,-2.237678,-0.392500,-2.653502,0.317381
3571296976.488258,4.102394,-0.073208,-1.289070,-0.481607,-3.170729,0.172101
3571296976.498259,-0.780354,0.131526,-2.145207,-0.520619,-1.377874,0.008168
3571296976.508260,2.078050,0.086464,-3.552842,-0.598843,-4.171948,-0.060705
3571296976.518259,2.393692,0.184493,3.096571,-0.743682,5.131930,-0.262926
3571296976.528260,4.237738,0.291450,4.146622,-0.555448,-6.177519,-0.001407
3571296976.538259,1.086679,0.482783,-5.773509,-0.326494,4.788187,-0.304303
3571296976.548261,0.804885,0.511963,-3.083772,-0.591101,-1.762805,-0.057694
3571296976.558260,-1.064504,0.526256,-1.696741,-0.711664,0.081698,-0.142330
3571296976.568262,3.902590,0.447710,3.221272,-0.759960,-0.754158,-0.132987
3571296976.578260,0.767958,0.615397,-1.432842,-0.565197,-0.072191,-0.164899
3571296976.588261,-4.666128,0.621839,4.398565,-0.607510,4.798033,-0.162037
3571296976.598262,0.119986,0.363719,-5.872144,-0.362330,-2.712120,0.078661
3571296976.608261,4.393137,0.352752,0.897791,-0.630480,-1.589368,-0.058480
3571296976.618262,0.654030,0.549799,-5.509387,-0.554882,-2.996883,-0.134545
3571296976.628263,1.972536,0.555956,3.507372,-0.796445,3.117910,-0.275923
3571296976.638263,-1.075484,0.626120,3.539657,-0.586668,-2.066931,-0.112118
3571296976.648263,1.440116,0.543687,-0.208421,-0.384452,0.180029,-0.209022
3571296976.658263,1.375807,0.586288,0.642743,-0.376065,-1.434539,-0.191717
3571296976.668264,2.507224,0.624665,5.342631,-0.325249,-1.420140,-0.254061
3571296976.678262,-1.659706,0.716377,1.163769,-0.047630,-4.983340,-0.312856
3571296976.688264,4.901528,0.600008,1.433358,0.010299,1.434352,-0.543047
3571296976.698264,0.151388,0.809467,1.386770,0.078522,2.113963,-0.449202
3571296976.708264,-3.020230,0.777877,-3.699481,0.141253,-2.800838,-0.326385
3571296976.718265,5.713464,0.593748,-3.211124,-0.045834,5.082055,-0.449245
3571296976.728265,0.736196,0.843269,3.536545,-0.199173,-3.004371,-0.181400
3571296976.738265,0.166214,0.839051,-0.895032,-0.017058,-1.627411,-0.320772
3571296976.748266,-3.558680,0.806486,0.159550,-0.058911,-1.874840,-0.386502
3571296976.758265,3.706826,0.594041,5.921649,-0.047391,-6.076752,-0.461291
3571296976.768267,-5.032627,0.744923,4.633897,0.243745,-1.029109,-0.737937
3571296976.778267,-4.705525,0.462901,3.051718,0.458792,6.071750,-0.755374
3571296976.788267,5.209276,0.209862,1.761567,0.585721,0.060055,-0.425075
3571296976.798267,3.533316,0.452620,-4.580647,0.643273,4.023170,-0.403477
3571296976.808268,-2.972067,0.603746,-0.756799,0.389049,-0.342068,-0.189247
3571296976.818267,1.076102,0.428536,-3.596470,0.333832,0.113294,-0.198015
3571296976.828268,0.722019,0.459073,1.026348,0.142332,2.842520,-0.184104
3571296976.838268,-0.638979,0.472794,-0.321252,0.184911,-4.020020,-0.037464
3571296976.848268,1.441753,0.419021,-4.484803,0.159282,-2.556140,-0.232747
3571296976.858268,3.095576,0.469913,-6.092694,-0.066945,-1.333491,-0.347634
3571296976.868269,-2.867407,0.598153,-1.421647,-0.359842,1.459617,-0.397563
3571296976.878269,-1.616148,0.428582,1.956062,-0.412435,3.496703,-0.308760
3571296976.888271,-7.380687,0.329830,-1.191884,-0.297044,-2.088483,-0.124459
3571296976.898270,1.792162,-0.045500,-4.821652,-0.340161,-0.641811,-0.221359
3571296976.908269,7.348951,0.043716,1.016989,-0.558058,6.320264,-0.243136
3571296976.918270,-3.710220,0.399373,1.409041,-0.481000,-0.398688,0.076219
3571296976.928272,-3.155516,0.198506,0.120761,-0.388352,0.687404,0.052801
3571296976.938271,-2.744162,0.034242,-0.538287,-0.363713,-4.098800,0.083504
3571296976.948269,1.399449,-0.101169,-2.765994,-0.372967,3.867686,-0.121027
3571296976.958272,-2.076406,-0.027237,-2.446908,-0.489555,-0.549044,0.072932
3571296976.968272,3.592901,-0.127514,7.622117,-0.584344,3.233769,0.042298
3571296976.978271,3.437353,0.054643,7.334856,-0.184333,4.955150,0.197900
3571296976.988274,0.864993,0.219662,-2.317889,0.183206,-1.019146,0.430525
3571296976.998273,-1.859542,0.250934,2.684934,0.062069,6.814211,0.360680
3571296977.008273,1.623739,0.147173,1.820192,0.189824,-6.205459,0.676686
3571296977.018273,0.498765,0.218380,-1.177818,0.269602,3.608346,0.342225
3571296977.028273,-2.550980,0.232897,-2.120449,0.199026,3.980414,0.502404
3571296977.038274,0.258947,0.097865,6.420564,0.086200,3.072958,0.673459
3571296977.048275,-1.145558,0.106373,-1.756009,0.394822,-0.592621,0.792405
3571296977.058274,-0.276598,0.044862,0.459935,0.290435,-6.130491,0.726868
3571296977.068274,-1.325449,0.028511,0.948217,0.298771,1.200415,0.393753
3571296977.078274,-1.966359,-0.037951,-0.254477,0.329915,-3.022142,0.433918
3571296977.088274,-5.609018,-0.131355,2.031239,0.301253,-1.567098,0.265953
3571296977.098276,-5.862815,-0.398301,-5.483763,0.386240,2.246309,0.176725
3571296977.108276,-1.524848,-0.664596,-3.890759,0.099313,-2.898287,0.277845
3571296977.118276,2.447528,-0.705863,-4.297575,-0.095482,1.249670,0.122994
3571296977.128276,2.891042,-0.552611,-4.394978,-0.300900,6.682111,0.177833
3571296977.138276,-1.986688,-0.385343,-3.173297,-0.500584,1.749995,0.495602
3571296977.148277,-1.737363,-0.463527,-3.941640,-0.631593,1.904663,0.557963
3571296977.158277,-1.390843,-0.525654,-2.821835,-0.793743,5.060513,0.625017
3571296977.168277,3.868212,-0.567871,2.435245,-0.891939,-3.361691,0.843178
3571296977.178277,0.264213,-0.350881,-3.577105,-0.729980,-1.560467,0.639955
3571296977.188277,0.473164,-0.320744,2.273819,-0.868144,-4.824795,0.533967
3571296977.198278,4.673001,-0.282265,-0.938003,-0.715511,-1.716086,0.273312
3571296977.208278,-0.450600,-0.040267,2.950002,-0.725810,2.844950,0.176368
3571296977.218278,2.466320,-0.059805,-2.475730,-0.546957,-1.978556,0.306653
3571296977.228280,-2.399202,0.063855,0.328792,-0.640626,-3.790517,0.195362
3571296977.238280,-2.019341,-0.056062,-0.876617,-0.593915,2.676321,0.000601
3571296977.248279,-4.596320,-0.151560,2.700496,-0.608229,5.434942,0.130627
3571296977.258280,1.968264,-0.368405,-3.843269,-0.446267,-0.049288,0.389511
3571296977.268280,-3.274976,-0.254943,5.779511,-0.611632,-3.525401,0.368702
3571296977.278279,8.168222,-0.401915,-3.542286,-0.300299,1.476167,0.179037
3571296977.288280,-1.736998,0.015917,2.579998,-0.458801,-2.783284,0.242387
3571296977.298279,-1.637801,-0.069192,3.146854,-0.310448,2.957667,0.094799
3571296977.308281,5.540533,-0.145313,1.453116,-0.141841,0.511722,0.234413
3571296977.318281,0.450141,0.131788,2.195862,-0.064293,1.049174,0.248194
3571296977.328281,-4.814980,0.147308,0.095830,0.045697,-1.457298,0.287602
3571296977.338282,-2.578964,-0.094873,0.593525,0.048314,0.952029,0.202776
3571296977.348283,-2.381584,-0.216007,1.547621,0.074649,-0.495312,0.239517
3571296977.358282,-1.278721,-0.321885,1.597906,0.146479,3.964500,0.203868
3571296977.368282,-0.409818,-0.368491,2.328719,0.217551,4.550542,0.387722
3571296977.378281,0.282668,-0.370654,-0.508016,0.320808,6.765048,0.591841
3571296977.388283,-8.254266,-0.338927,3.188634,0.280045,-2.994659,0.894853
3571296977.398284,4.129875,-0.724812,0.572547,0.422224,-2.388815,0.707274
3571296977.408284,-4.689740,-0.488130,1.964757,0.429873,-0.168978,0.557807
3571296977.418283,8.245989,-0.693309,-2.911957,0.504532,1.663620,0.523560
3571296977.428283,-4.489356,-0.256991,6.459809,0.337636,-0.409586,0.580412
3571296977.438285,-4.351613,-0.463915,-1.596066,0.636046,-0.609953,0.533394
3571296977.448285,2.467951,-0.654110,-1.580614,0.527164,-0.753033,0.478713
3571296977.458285,0.972741,-0.502430,-5.189774,0.424396,-0.806238,0.419529
3571296977.468286,2.727480,-0.431014,-3.881055,0.150577,-3.647989,0.360436
3571296977.478285,1.865888,-0.276485,-2.897545,-0.045887,4.480060,0.165195
3571296977.488285,1.059965,-0.172234,1.254826,-0.184535,1.984008,0.375907
3571296977.498287,2.003019,-0.111705,3.221922,-0.114503,1.985179,0.455083
3571296977.508286,-0.039344,-0.008097,4.202292,0.048106,3.644620,0.530721
3571296977.518287,-1.164871,-0.009599,2.070059,0.251255,1.119036,0.683997
3571296977.528287,-6.113027,-0.065619,-4.322013,0.339487,2.802120,0.706905
3571296977.538287,-0.601221,-0.360201,1.039988,0.112470,-0.575891,0.810953
3571296977.548287,1.067774,-0.372309,0.790231,0.157502,-2.444878,0.745196
3571296977.558288,4.815183,-0.302140,3.313049,0.188751,3.515999,0.591102
3571296977.568287,2.210416,-0.052445,2.955820,0.341545,-0.842500,0.735217
3571296977.578288,-3.812353,0.057458,5.130451,0.469065,3.449485,0.659822
3571296977.588288,-6.349857,-0.131101,1.711763,0.696833,3.321746,0.797529
3571296977.598289,-1.832001,-0.434269,0.673056,0.746813,2.486037,0.922736
3571296977.608288,2.378275,-0.502037,5.435514,0.743515,1.687857,1.001400
3571296977.618289,4.188971,-0.361038,-6.733530,0.972333,-3.263857,1.037473
3571296977.628290,3.522506,-0.138994,0.546395,0.596978,-2.761618,0.829955
3571296977.638290,0.588248,0.039587,0.871519,0.594917,-2.522676,0.656367
3571296977.648291,0.101923,0.066303,-3.014202,0.608794,1.365907,0.502330
3571296977.658290,-3.144237,0.068325,-6.744146,0.431811,-2.183946,0.545266
3571296977.668290,-1.660766,-0.088516,-0.936898,0.082163,-2.380257,0.412814
3571296977.678290,3.575474,-0.165340,0.584378,0.032725,-0.425968,0.276788
3571296977.688291,2.004172,0.016977,-0.399997,0.059406,-0.507796,0.242418
3571296977.698292,2.750193,0.113818,3.096739,0.036793,-1.118318,0.205607
3571296977.708293,-3.643658,0.242270,0.749835,0.185918,0.497204,0.140634
3571296977.718292,2.573591,0.052798,-1.121734,0.213343,0.117762,0.157526
3571296977.728292,6.594578,0.175753,0.335329,0.148155,-1.060199,0.155116
3571296977.738292,1.596767,0.488814,2.656496,0.157217,-1.020458,0.095258
3571296977.748293,-3.494557,0.542953,-1.229864,0.279076,-3.273466,0.040048
3571296977.758294,-8.593630,0.345913,4.581791,0.205362,0.424699,-0.122725
3571296977.768293,0.807671,-0.090095,-1.975242,0.419072,2.605157,-0.097439
3571296977.778293,-3.372569,-0.046504,-3.562317,0.302012,2.664085,0.033206
3571296977.788293,-0.204808,-0.208920,-0.145690,0.113196,-1.224926,0.160777
3571296977.798295,-2.052750,-0.208277,-0.332645,0.100688,1.294985,0.092544
3571296977.808293,3.137034,-0.298686,-1.519329,0.079723,-3.459472,0.150524
3571296977.818294,-0.296943,-0.131286,5.718283,0.001243,-2.596647,-0.026406
3571296977.828295,-1.395884,-0.139055,-2.702547,0.279665,-2.028868,-0.153111
3571296977.838295,-1.808115,-0.199897,1.190836,0.134047,-0.236864,-0.246284
3571296977.848296,-0.324655,-0.278236,-1.449578,0.186093,-3.642762,-0.247656
3571296977.858295,-0.636520,-0.280730,1.077344,0.105808,-2.000968,-0.415345
3571296977.868296,-3.442977,-0.297516,0.644119,0.152987,-4.153940,-0.495176
3571296977.878295,-1.286295,-0.451458,-0.284678,0.176568,-2.849985,-0.676534
3571296977.888296,2.459340,-0.491972,-1.432039,0.153385,-2.290206,-0.785913
3571296977.898297,5.616050,-0.347452,0.631023,0.075535,-0.852931,-0.862943
3571296977.908297,4.835635,-0.055904,6.030941,0.103180,4.922528,-0.866235
3571296977.918296,-1.106725,0.183653,0.837813,0.392452,1.335384,-0.587218
3571296977.928298,-3.204140,0.119675,-0.743795,0.414425,3.243745,-0.496128
3571296977.938298,1.224771,-0.042361,3.318178,0.356844,0.272549,-0.315930
3571296977.948297,-2.510453,0.019233,-1.926635,0.502385,-1.897798,-0.289073
3571296977.958298,4.265314,-0.103100,2.140892,0.383399,2.670340,-0.369451
3571296977.968299,-1.674761,0.109299,2.962100,0.468198,-0.202635,-0.222965
3571296977.978298,-2.796451,0.022628,-3.284021,0.590881,-0.936334,-0.223477
3571296977.988298,-1.773807,-0.113912,-5.137959,0.402450,2.627440,-0.259787
3571296977.998299,-0.415997,-0.195520,1.325898,0.131340,-4.506173,-0.120329
3571296978.008301,-1.237117,-0.207451,-5.846120,0.189489,-2.224466,-0.335724
3571296978.018300,-3.876574,-0.256812,-6.023683,-0.105785,-2.616064,-0.429841
3571296978.028300,-5.090745,-0.432965,2.322514,-0.395710,-2.761418,-0.538805
3571296978.038300,-1.048298,-0.660020,0.535043,-0.264543,-3.754629,-0.649884
3571296978.048301,0.263367,-0.680104,-1.535505,-0.226368,-4.171658,-0.804389
3571296978.058301,2.447086,-0.635503,-2.626568,-0.290521,4.578043,-0.972202
3571296978.068302,1.537471,-0.483823,-3.947763,-0.405112,-5.574011,-0.704894
3571296978.078301,-2.044432,-0.385800,2.058699,-0.576486,1.997429,-0.945677
3571296978.088301,-3.846439,-0.468201,-1.007132,-0.448081,-3.326415,-0.805564
3571296978.098302,2.202181,-0.633804,6.036784,-0.476670,-4.990306,-0.931885
3571296978.108302,-4.451961,-0.496745,-1.912686,-0.157926,1.463111,-1.133710
3571296978.118303,3.183390,-0.691114,-2.168209,-0.242599,2.056748,-1.011044
3571296978.128303,5.684101,-0.503871,-4.888241,-0.336633,-2.659202,-0.864919
3571296978.138303,-2.470315,-0.201884,2.914125,-0.560364,2.856153,-0.955811
3571296978.148304,1.241731,-0.313608,0.105908,-0.392353,-2.501823,-0.773098
3571296978.158303,-2.312047,-0.237281,3.009296,-0.369798,2.488624,-0.860416
3571296978.168304,1.824744,-0.340042,0.149054,-0.205917,-2.741932,-0.699924
3571296978.178304,-0.780854,-0.234462,-0.611867,-0.190439,-1.691996,-0.802235
3571296978.188305,-0.637340,-0.259492,1.564556,-0.211898,-2.666676,-0.848569
3571296978.198305,-0.587032,-0.277765,-2.639900,-0.127112,1.823551,-0.940374
3571296978.208306,-1.438108,-0.294692,-4.174250,-0.249428,1.166116,-0.808602
3571296978.218305,3.560438,-0.351801,-2.389816,-0.439580,-1.889111,-0.714914
3571296978.228305,-1.728824,-0.159495,0.117855,-0.535828,-0.122797,-0.774733
3571296978.238306,2.101010,-0.235208,1.491210,-0.502191,0.029335,-0.745528
3571296978.248307,-2.288815,-0.120708,9.720304,-0.403077,-0.796673,-0.710199
3571296978.258307,-2.003588,-0.224654,1.595940,0.091616,-2.979173,-0.716830
3571296978.268307,2.113625,-0.311580,3.128838,0.162913,2.538253,-0.829768
3571296978.278306,-3.964997,-0.194844,-1.285552,0.306234,-4.602135,-0.667976
3571296978.288307,-1.702824,-0.380747,0.015056,0.228888,-0.362783,-0.862357
3571296978.298307,6.335386,-0.444041,-2.068873,0.220194,-2.138667,-0.840768
3571296978.308308,-1.091601,-0.111869,-0.417515,0.107018,0.651030,-0.906911
3571296978.318308,-0.065556,-0.160628,-6.439013,0.083460,-2.961100,-0.833748
3571296978.328308,1.206526,-0.156031,8.423767,-0.236972,1.263861,-0.940372
3571296978.338308,-0.070595,-0.091667,0.661163,0.186665,0.180767,-0.835731
3571296978.348310,-1.876168,-0.090431,-5.791832,0.212271,1.386318,-0.788740
3571296978.358310,-0.494536,-0.179770,-7.364798,-0.079529,-2.469335,-0.684968
3571296978.368309,-3.279210,-0.194047,0.601432,-0.437130,-1.097350,-0.774275
3571296978.378309,-0.971396,-0.341998,-6.276652,-0.385885,1.781994,-0.792478
3571296978.388309,3.491188,-0.375258,4.147849,-0.673172,-1.185450,-0.669158
3571296978.398311,-1.147661,-0.184126,2.273340,-0.437515,10.550842,-0.696419
3571296978.408310,-0.293907,-0.228975,3.337542,-0.306800,-2.100020,-0.149064
3571296978.418311,-1.799718,-0.230171,0.572967,-0.130663,-0.074306,-0.244633
3571296978.428311,-1.212911,-0.306188,1.696232,-0.093880,0.044549,-0.236880
3571296978.438310,-1.151761,-0.350193,0.840798,-0.004044,-7.515621,-0.223676
3571296978.448312,-3.726285,-0.386774,-0.698289,0.037708,-1.869073,-0.580414
3571296978.458312,2.478784,-0.547308,-4.426049,0.000750,3.945636,-0.645042
3571296978.468312,1.946495,-0.398131,-0.254900,-0.217186,-1.944877,-0.422647
3571296978.478313,6.214531,-0.281475,3.109353,-0.220331,-7.669664,-0.498152
3571296978.488314,-3.426445,0.038099,-4.062049,-0.057783,4.199251,-0.849914
3571296978.498313,5.501153,-0.128613,-3.397997,-0.254790,1.463847,-0.605824
3571296978.508313,3.624795,0.143296,-2.444644,-0.407379,1.659557,-0.506431
3571296978.518313,-9.229632,0.310451,-0.212216,-0.506593,-3.166860,-0.401954
3571296978.528313,-3.219014,-0.155345,1.282091,-0.494809,-9.146962,-0.537998
3571296978.538314,-4.035640,-0.304604,-3.704233,-0.410805,0.822809,-0.959982
3571296978.548315,-3.408530,-0.488100,5.078634,-0.569246,2.456921,-0.875675
3571296978.558314,-2.412150,-0.632606,-0.746300,-0.295429,-2.090457,-0.715338
3571296978.568315,-0.113030,-0.717513,-5.120423,-0.319242,0.627818,-0.784419
3571296978.578314,1.107258,-0.688973,0.886076,-0.551006,-2.016898,-0.717520
3571296978.588315,-3.074520,-0.599410,-4.250015,-0.482530,0.906337,-0.782840
3571296978.598316,-4.927543,-0.721730,-3.938668,-0.664314,1.749158,-0.702359
3571296978.608317,0.346597,-0.929406,0.450490,-0.823970,3.102156,-0.584360
3571296978.618315,1.862285,-0.867734,4.358805,-0.764318,0.395637,-0.405626
3571296978.628317,3.824732,-0.735105,-2.480990,-0.511930,-1.723299,-0.367245
3571296978.638317,6.967115,-0.510219,3.223384,-0.608913,-6.687204,-0.434148
3571296978.648317,-3.867532,-0.143885,-5.256051,-0.419732,-2.317115,-0.740538
3571296978.658316,-1.653441,-0.323913,2.027976,-0.658079,2.049177,-0.819498
3571296978.668318,0.223349,-0.391665,-3.529306,-0.527639,1.263560,-0.681535
3571296978.678317,-0.258781,-0.364094,-1.030113,-0.672372,4.998778,-0.588204
3571296978.688317,0.147062,-0.356063,0.284546,-0.689836,8.209738,-0.316620
3571296978.698318,-1.432493,-0.334366,-0.428094,-0.642463,-7.745170,0.099487
3571296978.708318,1.609692,-0.385159,-1.878050,-0.632572,0.918292,-0.282793
3571296978.718318,-2.666460,-0.289461,0.684594,-0.691009,-7.427558,-0.224429
3571296978.728319,2.799738,-0.402632,-0.311626,-0.623604,5.154298,-0.576432
3571296978.738318,-3.795642,-0.243687,5.091529,-0.608020,0.157431,-0.297745
3571296978.748320,4.725789,-0.416516,5.519495,-0.327229,2.031700,-0.275874
3571296978.758320,-2.486614,-0.168515,1.163754,-0.042519,-1.390462,-0.163426
3571296978.768320,2.518371,-0.278860,-2.044390,0.015923,-2.067582,-0.223250
3571296978.778319,1.600013,-0.140551,-3.354987,-0.086564,-3.246916,-0.313438
3571296978.788321,-4.355858,-0.056795,1.850116,-0.248550,1.787261,-0.457154
3571296978.798320,-1.095435,-0.269338,-1.418994,-0.145939,0.857620,-0.348407
3571296978.808322,1.611113,-0.311141,-3.387847,-0.205541,4.363725,-0.290027
