x_noise,y_noise
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000036,-0.000002
0.000136,-0.000004
0.000269,-0.000007
0.000411,-0.000014
0.000563,-0.000025
0.000725,-0.000039
0.000895,-0.000058
0.001073,-0.000080
0.001260,-0.000105
0.001454,-0.000134
0.001656,-0.000166
0.001866,-0.000201
0.002084,-0.000239
0.002309,-0.000280
0.002542,-0.000323
0.002782,-0.000369
0.003030,-0.000417
0.003285,-0.000468
0.003547,-0.000521
0.003816,-0.000576
0.004092,-0.000633
0.004375,-0.000693
0.004665,-0.000754
0.004962,-0.000818
0.005264,-0.000883
0.005572,-0.000951
0.005887,-0.001020
0.006207,-0.001092
0.006533,-0.001165
0.006865,-0.001240
0.007202,-0.001317
0.007545,-0.001396
0.007894,-0.001477
0.008248,-0.001560
0.008608,-0.001645
0.008973,-0.001731
0.009343,-0.001819
0.009719,-0.001909
0.010099,-0.002000
0.010485,-0.002093
0.010877,-0.002188
0.011273,-0.002285
0.011674,-0.002384
0.012080,-0.002484
0.012491,-0.002585
0.012907,-0.002688
0.013328,-0.002793
0.013754,-0.002900
0.014184,-0.003008
0.014619,-0.003118
0.015059,-0.003229
0.015503,-0.003342
0.015951,-0.003456
0.016405,-0.003572
0.016862,-0.003689
0.017324,-0.003808
0.017791,-0.003928
0.018261,-0.004050
0.018736,-0.004173
0.019216,-0.004297
0.019699,-0.004423
0.020187,-0.004551
0.020678,-0.004679
0.021174,-0.004810
0.021674,-0.004941
0.022178,-0.005074
0.022685,-0.005208
0.023197,-0.005343
0.023712,-0.005480
0.024232,-0.005618
0.024755,-0.005757
0.025282,-0.005898
0.025812,-0.006040
0.026347,-0.006183
0.026885,-0.006327
0.027426,-0.006472
0.027971,-0.006619
0.028520,-0.006767
0.029072,-0.006915
0.029628,-0.007066
0.030187,-0.007217
0.030750,-0.007369
0.031316,-0.007522
0.031885,-0.007677
0.032458,-0.007833
0.033034,-0.007989
0.033613,-0.008147
0.034196,-0.008306
0.034782,-0.008466
0.035371,-0.008627
0.035963,-0.008788
0.036558,-0.008951
0.037156,-0.009115
0.037757,-0.009280
0.038362,-0.009446
0.038969,-0.009612
0.039580,-0.009780
0.040193,-0.009948
0.040809,-0.010118
0.041429,-0.010288
0.042051,-0.010459
0.042676,-0.010632
0.043303,-0.010805
0.043934,-0.010978
0.044567,-0.011153
0.045203,-0.011328
0.045842,-0.011505
0.046484,-0.011682
0.047128,-0.011860
0.047775,-0.012038
0.048425,-0.012218
0.049077,-0.012398
0.049732,-0.012579
0.050389,-0.012761
0.051049,-0.012943
0.051711,-0.013126
0.052376,-0.013310
0.053044,-0.013494
0.053714,-0.013680
0.054386,-0.013865
0.055061,-0.014052
0.055738,-0.014239
0.056418,-0.014427
0.057100,-0.014615
0.057784,-0.014804
0.058471,-0.014994
0.059160,-0.015184
0.059851,-0.015375
0.060544,-0.015566
0.061240,-0.015758
0.061938,-0.015950
0.062639,-0.016143
0.063341,-0.016337
0.064046,-0.016531
0.064753,-0.016725
0.065462,-0.016920
0.066173,-0.017116
0.066886,-0.017312
0.067601,-0.017508
0.068319,-0.017705
0.069038,-0.017903
0.069760,-0.018101
0.070483,-0.018299
0.071209,-0.018497
0.071937,-0.018696
0.072666,-0.018896
0.073398,-0.019096
0.074131,-0.019296
0.074867,-0.019497
0.075604,-0.019697
0.076344,-0.019899
0.077085,-0.020100
0.077828,-0.020302
0.078573,-0.020505
0.079320,-0.020707
0.080069,-0.020910
0.080820,-0.021113
0.081572,-0.021317
0.082326,-0.021520
0.083082,-0.021724
0.083840,-0.021929
0.084600,-0.022133
0.085361,-0.022338
0.086124,-0.022543
0.086889,-0.022748
0.087656,-0.022953
0.088424,-0.023159
0.089194,-0.023365
0.089965,-0.023571
0.090739,-0.023777
0.091514,-0.023983
0.092290,-0.024190
0.093069,-0.024396
0.093849,-0.024603
0.094630,-0.024810
0.095413,-0.025017
0.096198,-0.025224
0.096984,-0.025431
0.097772,-0.025639
0.098562,-0.025846
0.099353,-0.026054
0.100146,-0.026261
0.100940,-0.026469
0.101735,-0.026676
0.102532,-0.026884
0.103331,-0.027092
0.104131,-0.027300
0.104933,-0.027508
0.105736,-0.027715
0.106541,-0.027923
0.107347,-0.028131
0.108154,-0.028339
0.108963,-0.028547
0.109773,-0.028754
0.110585,-0.028962
0.111398,-0.029170
0.112213,-0.029378
0.113029,-0.029585
0.113846,-0.029793
0.114665,-0.030000
0.115485,-0.030208
0.116307,-0.030415
0.117130,-0.030622
0.117954,-0.030829
